TimeStep,CellId,Center_X,Center_Y,Major_axis,label,parent,daughter1,daughter2,checked,InstantaneousGrowthRate,InstantaneousVelocity
17,2,78.8918075561523,63.29150390625,50.3321685791016,1,1,4,5,True,0.025,-0.639
18,3,58.7159309387207,55.6141586303711,35.057258605957,1,1,8,9,True,-0.01,-0.964
18,2,77.3670425415039,63.6480827331543,52.5843811035156,1,1,4,5,True,0.061,0.25
19,3,56.9133720397949,55.4037666320801,34.145092010498,1,1,8,9,True,-0.006,0.91
19,2,76.4387054443359,65.3385848999023,58.0802116394043,1,1,4,5,True,,
20,3,57.1304969787598,57.1270065307617,33.6118545532227,1,1,8,9,True,0.031,-1.23
20,5,86.1475143432617,79.0790786743164,31.7087860107422,1,2,10,11,True,0.028,0.738
20,4,67.4767532348633,58.6381759643555,30.3618335723877,1,2,6,7,True,0.032,-0.497
21,3,55.6243057250977,56.0225715637207,36.3964767456055,1,1,8,9,True,-0.016,-1.208
21,5,87.0214080810547,79.7649307250977,34.1906433105469,1,2,10,11,True,0.033,2.113
21,4,67.0553817749023,57.9871520996094,33.2233695983887,1,2,6,7,True,,
22,3,54.163948059082,54.9184265136719,34.920295715332,1,1,8,9,True,0.056,0.066
22,5,88.7299270629883,82.5859222412109,37.1308441162109,1,2,10,11,True,0.004,-0.318
22,7,60.8729476928711,51.808177947998,14.9149484634399,1,4,0,0,False,,
22,6,72.5063095092773,66.6262664794922,16.6369972229004,1,4,0,0,False,0.013,1.117
23,3,53.9152145385742,55.3008041381836,39.9902877807617,1,1,8,9,True,-0.03,-1.54
23,5,86.8637237548828,83.8617935180664,37.5082893371582,1,2,10,11,True,0.017,1.427
23,6,72.4587249755859,69.1280517578125,17.7813148498535,1,4,0,0,False,0.007,0.32
24,3,51.7125015258789,54.2152442932129,37.276969909668,1,1,8,9,True,0.099,-0.862
24,5,87.9740600585938,85.7916717529297,39.0685653686523,1,2,10,11,True,0.042,0.421
24,6,71.7827453613281,70.5162200927734,18.4180355072021,1,4,0,0,False,0.034,-1.43
25,3,51.5491638183594,52.5741310119629,46.2167205810547,1,1,8,9,True,0.041,-1.347
25,5,88.760856628418,85.8876342773438,42.8786544799805,1,2,10,11,True,0.005,-2.032
25,6,70.1212997436523,69.1457443237305,21.5125541687012,1,4,0,0,False,0.011,-1.543
26,3,51.2026290893555,50.0613746643066,49.9177474975586,1,1,8,9,True,,
26,5,87.7208557128906,82.5634918212891,43.3015823364258,1,2,10,11,True,0.01,-0.842
26,6,69.8279418945312,66.1188354492188,22.480188369751,1,4,0,0,False,0.013,0.407
27,9,46.6052093505859,37.5485343933105,28.7440586090088,1,3,14,15,True,0.014,0.435
27,8,51.6296501159668,58.4229888916016,21.5867729187012,1,3,18,19,True,-0.002,1.471
27,5,86.0087509155273,82.5325393676758,44.1618270874023,1,2,10,11,True,,
27,6,70.7528533935547,66.0270156860352,23.6494026184082,1,4,0,0,False,0.013,1.094
28,9,44.8448104858398,40.6125526428223,30.0424613952637,1,3,14,15,True,0.025,-1.625
28,8,52.4670524597168,60.6209030151367,21.3833618164062,1,3,18,19,True,0.095,-2.792
28,11,94.0374450683594,87.1124801635742,19.9741344451904,1,5,12,13,True,0.033,1.198
28,10,76.4629898071289,81.1942672729492,20.0177917480469,1,5,0,0,False,,
28,6,71.2828063964844,67.8569869995117,24.8441848754883,1,4,0,0,False,0.02,-2.136
29,9,43.7592430114746,38.1640968322754,32.3178100585938,1,3,14,15,True,-0.023,1.473
29,8,51.5267143249512,55.8447341918945,29.8952884674072,1,3,18,19,True,-0.046,-1.055
29,11,97.5824813842773,85.867301940918,22.9792747497559,1,5,12,13,True,-0.004,-7.246
29,6,70.1361846923828,64.3930282592773,26.6406536102295,1,4,0,0,False,-0.046,-4.355
30,9,42.1943550109863,43.0394439697266,30.2722396850586,1,3,14,15,True,0.018,0.905
30,8,50.688304901123,54.463249206543,25.7238502502441,1,3,18,19,True,0.035,0.46
30,11,88.2993698120117,79.9455261230469,22.6294918060303,1,5,12,13,True,,
30,6,65.5045547485352,59.7769775390625,22.5259971618652,1,4,0,0,False,-0.048,-2.261
31,9,41.5734748840332,45.495719909668,31.9049396514893,1,3,14,15,True,0.027,0.839
31,8,50.3712348937988,55.6908187866211,28.9105682373047,1,3,18,19,True,0.02,1.161
31,13,90.5569381713867,78.9996795654297,21.2112426757812,1,11,0,0,False,-0.028,-3.417
31,12,84.3085174560547,79.1765365600586,33.1572113037109,1,11,16,17,True,-0.013,-4.245
31,6,62.1962280273438,58.3582153320312,18.1858043670654,1,4,0,0,False,,
32,9,42.1851615905762,46.6414375305176,34.3356018066406,1,3,14,15,True,,
32,8,50.5588569641113,57.8545913696289,30.7091331481934,1,3,18,19,True,0.039,-0.629
32,13,87.5255661010742,74.6664199829102,18.7099571228027,1,11,0,0,False,-0.036,-0.859
32,12,78.3940582275391,76.1509857177734,32.0235900878906,1,11,16,17,True,-0.008,-4.93
33,15,47.1791038513184,33.2235527038574,21.4721794128418,1,9,0,0,False,0.002,0.008
33,14,38.6355628967285,53.3798065185547,22.2683963775635,1,9,0,0,False,0.004,0.331
33,8,50.1483612060547,56.9596824645996,34.2596130371094,1,3,18,19,True,0.024,-0.144
33,13,88.3701782226562,71.6348571777344,15.4583978652954,1,11,0,0,False,0.057,-2.25
33,12,70.6996383666992,73.3794937133789,31.3302326202393,1,11,16,17,True,-0.002,-2.449
34,15,47.0948066711426,33.3640823364258,21.690034866333,1,9,0,0,False,0.036,-0.724
34,14,38.5266609191895,54.0696144104004,22.6682643890381,1,9,0,0,False,0.007,1.13
34,8,50.0840339660645,56.7287521362305,36.4097557067871,1,3,18,19,True,0.054,-0.188
34,13,86.1323318481445,69.0338134765625,20.5744247436523,1,11,0,0,False,0.011,0.479
34,12,63.8240852355957,74.6618728637695,31.1723785400391,1,11,16,17,True,0.05,0.742
35,15,46.7417831420898,31.9702110290527,24.9312477111816,1,9,0,0,False,0.007,-0.8
35,14,37.5048484802246,56.8257598876953,23.2647895812988,1,9,0,0,False,0.024,-0.67
35,8,49.4083595275879,56.9444732666016,41.2554626464844,1,3,18,19,True,0.025,-0.584
35,13,86.2739562988281,70.0033950805664,21.5654296875,1,11,0,0,False,0.02,-0.54
35,12,63.0259170532227,76.7829818725586,35.6697807312012,1,11,16,17,True,,
36,15,46.3403129577637,30.412935256958,25.5292148590088,1,9,0,0,False,0.022,0.432
36,14,36.876823425293,56.0364265441895,25.4567813873291,1,9,0,0,False,0.039,1.612
36,8,49.2941856384277,55.8812103271484,43.5497779846191,1,3,18,19,True,0.057,0.799
36,13,86.2798767089844,68.7030792236328,23.3277168273926,1,11,0,0,False,-0.001,1.705
36,17,51.0812835693359,83.1327362060547,14.217381477356,1,12,0,0,False,,
36,16,67.3851470947266,75.5422286987305,29.3357486724854,1,12,0,0,False,0.017,-5.207
37,15,46.376220703125,31.524881362915,27.4754447937012,1,9,0,0,False,0.015,0.561
37,14,35.6657981872559,59.6503791809082,28.9751415252686,1,9,0,0,False,0.005,1.05
37,8,48.4295845031738,58.2009963989258,48.6676712036133,1,3,18,19,True,0.014,-0.035
37,13,87.6908569335938,71.0299301147461,23.2716369628906,1,11,0,0,False,0.027,1.478
37,16,61.464485168457,70.3508834838867,30.8768615722656,1,12,0,0,False,0.006,0.938
38,15,46.2617607116699,33.1587562561035,28.8323841094971,1,9,0,0,False,0.077,-0.863
38,14,35.0109176635742,61.8532905578613,29.4560012817383,1,9,0,0,False,0.007,-0.807
38,8,48.3210105895996,58.2220230102539,49.9130592346191,1,3,18,19,True,,
38,13,89.1843872070312,72.7062606811523,25.7273693084717,1,11,0,0,False,0.019,-0.118
38,16,61.8946762084961,71.8399887084961,31.3874263763428,1,12,0,0,False,-0.026,-1.012
39,15,46.0115127563477,31.2552967071533,35.7878074645996,1,9,0,0,False,-0.002,0.34
39,14,33.0450248718262,61.5548706054688,30.0796813964844,1,9,0,0,False,0.051,1.178
39,19,44.3407745361328,68.72216796875,28.2587013244629,1,8,0,0,False,-0.008,-2.834
39,18,51.8212699890137,43.1606330871582,28.1382160186768,1,8,0,0,False,0.008,0.419
39,13,90.6246490478516,70.6160736083984,27.4224987030029,1,11,0,0,False,0.006,0.505
39,16,62.9040298461914,68.9153900146484,29.0026378631592,1,12,0,0,False,-0.086,-3.229
40,15,46.2226181030273,31.8489685058594,35.6286697387695,1,9,0,0,False,,
40,14,32.9090385437012,63.6231155395508,34.6765975952148,1,9,0,0,False,,
40,19,41.7431907653809,65.3373336791992,27.5159912109375,1,8,0,0,False,,
40,18,51.9575691223145,43.976203918457,28.831428527832,1,8,0,0,False,,
40,13,90.6838455200195,71.7675628662109,27.9286594390869,1,11,0,0,False,,
40,16,60.2959480285645,64.731575012207,21.2442073822021,1,12,0,0,False,,
