TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,0.41450687562754235,1.0,147.02345275878906,85.31031799316406,38.07710647583008,7.066231727600098,0.0,,,,
2.0,1.0,0.4324077456581871,2.0,146.8804931640625,80.67559814453125,41.556602478027344,7.612890720367432,0.0,,,,
3.0,2.0,0.4461054816984143,3.0,146.02462768554688,81.403076171875,43.380889892578125,7.0601806640625,0.0,39.0,3.0,0.045,-1.745
4.0,2.0,0.4089078124622461,3.0,146.6094512939453,74.74742889404297,47.407039642333984,7.126348972320557,0.0,39.0,3.0,0.022,-0.335
5.0,2.0,0.40814907786768256,3.0,146.47262573242188,73.9070816040039,49.36582565307617,7.24362850189209,0.0,39.0,3.0,0.073,-1.316
6.0,2.0,0.4018706755978208,3.0,145.72499084472656,70.97061920166016,55.93310546875,7.063539028167725,0.0,39.0,3.0,0.031,0.858
7.0,2.0,0.4048917988279203,3.0,146.5689697265625,72.17241668701172,58.6939811706543,7.484467506408691,0.0,39.0,3.0,0.074,-1.261
8.0,2.0,0.4048917988279203,3.0,146.00001525878906,69.00000762939453,65.39060974121094,7.615774154663086,0.0,39.0,3.0,0.01,-0.029
9.0,2.0,0.4076315257993393,3.0,145.72332763671875,69.48279571533203,66.30913543701172,7.699204444885254,0.0,39.0,3.0,,
10.0,3.0,0.3129012213495395,3.0,157.97377014160156,76.03562927246094,41.10799789428711,9.094690322875977,2.0,,,,
10.0,39.0,0.1599131195660363,3.0,129.3605499267578,62.36460876464844,37.642547607421875,8.311933517456055,2.0,40.0,6.0,0.02,0.843
11.0,4.0,0.286051464265956,4.0,156.74839782714844,76.9554214477539,43.96151351928711,9.31148910522461,0.0,,,,
11.0,39.0,0.1243550004878402,3.0,130.34616088867188,63.23077392578125,39.44304656982422,8.806466102600098,2.0,40.0,6.0,0.049,0.143
12.0,5.0,0.22849664159149263,5.0,152.50540161132812,74.82683563232422,47.975563049316406,10.079852104187012,0.0,,,0.047,-0.426
12.0,39.0,0.1380060313404501,3.0,131.34103393554688,61.64459228515625,43.82928466796875,8.391669273376465,2.0,40.0,6.0,,
13.0,5.0,0.2551823978861977,5.0,151.58938598632812,75.24071502685547,52.167198181152344,9.507893562316895,0.0,,,,
13.0,6.0,0.13255153621045318,3.0,144.06114196777344,63.04148864746094,22.467830657958984,6.5421037673950195,39.0,41.0,11.0,0.04,2.398
13.0,40.0,0.29145678246194895,3.0,118.97248840332031,60.09174728393555,21.45530891418457,7.6626105308532715,39.0,,,0.001,0.952
14.0,6.0,0.19739556394651794,3.0,147.44229125976562,64.28845977783203,26.083446502685547,6.667948246002197,39.0,41.0,11.0,0.014,-0.317
14.0,7.0,0.1243550004878402,6.0,132.96923828125,71.24615478515625,26.543434143066406,7.194014072418213,0.0,43.0,12.0,0.022,-2.109
14.0,8.0,0.37089128776990593,7.0,162.79087829589844,78.25200653076172,27.649473190307617,7.352481365203857,0.0,44.0,13.0,0.01,-1.19
14.0,40.0,0.1243550004878402,3.0,120.46155548095703,60.307701110839844,21.582042694091797,7.442083835601807,39.0,,,0.019,-1.018
15.0,6.0,0.21866894466834133,3.0,147.1764678955078,63.70587921142578,27.333240509033203,6.941775321960449,39.0,41.0,11.0,0.04,3.095
15.0,7.0,0.1106572145133426,6.0,129.98779296875,70.10975646972656,28.4913387298584,7.067618370056152,0.0,43.0,12.0,0.033,-2.73
15.0,8.0,0.3639789532920643,7.0,161.26138305664062,77.3138656616211,28.568626403808594,7.431402206420898,0.0,44.0,13.0,0.05,-0.941
15.0,40.0,0.08314123439356214,3.0,119.46897888183594,58.87241744995117,23.335783004760742,6.975820541381836,39.0,,,,
16.0,6.0,0.3080527701374821,3.0,151.6182098388672,65.1285171508789,30.97008514404297,6.800424098968506,39.0,41.0,11.0,0.018,-0.023
