CellNumber,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength
1,0.0177507982807857,28,38,0.104797394811778,38.0789473684211
2,0.0174376171071288,26,45,0.0320075786046882,38.5777777777778
3,0.0123255520642128,25,45,-0.0976827374031214,32.9555555555556
4,0.0112364279260293,44,3,-0.0793115211067743,44.6666666666667
5,0.0204886290746009,36,18,0.316344313689912,42.1666666666667
6,0,36,3,-0.00201276893790236,36
7,0.0123606234310746,32,23,0.0528119210826985,36.6086956521739
8,0.0109412459375819,24,43,0.127859724325755,30.6744186046512
9,0.0141750670517027,41,15,0.000222300896249787,45.0666666666667
10,0.0147228794570479,40,9,-0.0144199253235481,42.2222222222222
11,0.0146136971082439,26,37,-0.0334731731334359,33.3243243243243
12,0.0103588618306971,28,51,-0.135767165475224,36.1176470588235
13,0.0117741540039316,23,48,-0.00169646619451195,30.0208333333333
14,0.0149354171413803,24,46,0.055412085775939,34.3478260869565
15,0.0123776282242847,20,57,0.0582247768418645,28.0526315789474
16,0.0128952628113071,17,57,0.147841574370615,23.7368421052632
17,0.0114503838554266,22,51,-0.0856318636166195,29.1764705882353
18,0.0111923157587085,24,51,-0.166318964348397,32.7647058823529
19,0.0129669286015367,26,45,-0.0109854461321043,35.0666666666667
20,0.0101064959377601,25,45,-0.0259468391727498,30.7111111111111
21,0.0177930445056298,27,42,0.298179685334155,38.9761904761905
22,0.0158218394631491,23,42,0.225952206407356,32.5238095238095
23,0.0104081513733725,22,37,-0.201926749158347,26.5675675675676
24,0.0133843913025761,21,37,-0.150818473748367,26.8918918918919
25,0.0109619116734949,22,23,0.115413215698393,24.4347826086957
26,0.0125569716649163,22,23,-0.387053136172414,25.3913043478261
27,0.0153135059108315,29,22,0.0239160386826272,33.0454545454545
28,0.019307862290865,26,22,0.638776001643872,31.4090909090909
29,0.00595688623777033,20,17,0.0110093717365872,20.1764705882353
30,0.0146009281988441,19,17,0.0782416722087693,21.8823529411765
31,0.0143336211044394,27,15,-0.629065877528169,29.6
32,0.0110107628448041,30,15,-0.0612756109780908,31.8
33,0.0152552928784328,21,15,-0.0815072343289501,23.0666666666667
34,0.00875730872088089,23,15,-0.355218298750869,24.1333333333333
35,0.00800427076735364,24,11,-0.00446130603920768,25
36,0.00800427076735364,24,11,0.155862094734837,24.8181818181818
37,0.0119137724755407,20,9,0.0720728165968138,21.3333333333333
38,0.0183254342739845,19,9,0.141213540813453,21
39,0.00454595552135934,27,9,0.38806896637548,27.6666666666667
40,-0.00609877052117902,21,9,-0.524012781780193,20.2222222222222
