TimeStep,CellNumber,Orientation
1,1,84.3353336597865
1,2,78.4403491072675
1,3,-52.9728853803639
1,4,-12.2336586190134
1,5,27.0247541906331
1,6,5.21081823630507
1,7,3.33917677547182
1,8,32.0496634352899
1,9,-78.4060607794975
1,10,30.9711444016964
1,11,9.2095904146617
1,12,-29.0717705130958
2,1,83.2728369030287
2,2,77.0719778980437
2,3,-53.6466069906086
2,4,-12.6244847622788
2,5,26.6563304328228
2,6,5.23602697583956
2,7,3.31278530246775
2,8,31.5443432643966
2,9,-78.3989977353289
2,10,31.206722749073
2,11,8.16265579513236
2,12,-29.52746436232
3,1,82.0600457845501
3,2,76.4377827689072
3,3,-54.9003964562569
3,4,-12.524262119003
3,5,26.7861348303701
3,6,4.52340050139919
3,7,3.48669399600882
3,8,31.2518421877391
3,9,-78.1884729609618
3,10,30.9648309641674
3,11,8.90140443354231
3,12,-29.0545865810535
4,1,79.4393106895006
4,2,75.7661219731155
4,3,-56.2326545490053
4,5,26.8254822005953
4,7,3.44720291546039
4,8,30.0755941297697
4,9,-78.5078770341009
4,10,30.8081838153002
4,11,9.14938361123687
4,12,-29.0545865810535
4,13,-8.12799463382133
4,14,-19.8600492495897
4,15,-4.3006504877216
4,16,29.824696165464
5,1,79.3771581814224
5,2,73.9036137469044
5,3,-56.2940556879143
5,5,25.825819122143
5,7,3.83722942631288
5,8,30.4652822018623
5,9,-78.3002100332709
5,10,30.5847769204349
5,11,9.34928121263884
5,12,-29.4622626099575
5,13,-7.63637476416933
5,14,-20.6346070324355
5,15,-6.97359742067875
5,16,27.4203919949846
6,1,77.2545645334261
6,2,73.5596683008
6,3,-55.7926119554432
6,5,25.3943093963697
6,7,4.65275876512351
6,8,30.277596497181
6,9,-78.2668686119653
6,10,30.3786612616498
6,11,9.65136093127819
6,12,-30.4943178714595
6,13,-8.31801397991776
6,14,-19.9119942707511
6,15,-8.39658801712092
6,16,28.0171674479824
7,1,74.6396048419211
7,2,72.7138203632224
7,3,-56.6401961023765
7,5,25.4973736603333
7,7,4.73620523769678
7,8,30.2201301867688
7,9,-78.294431188058
7,10,30.4992803472908
7,11,9.81976668530761
7,12,-29.4515936974467
7,13,-8.27203172663135
7,14,-19.8128229855147
7,15,-8.41148329522941
7,16,28.1972106129513
8,1,73.8335793615255
8,2,71.664625449987
8,3,-56.9003355451198
8,5,25.3992618063923
8,7,4.19566719587641
8,8,29.9861181814014
8,9,-77.7265194769375
8,10,29.7622150787062
8,11,9.20783191570175
8,12,-30.1661930016144
8,13,-7.93028993359715
8,14,-19.3252731121302
8,15,-10.214442969712
8,16,27.2141865501456
9,1,72.7402634759286
9,2,70.7446271587573
9,3,-58.0855382139758
9,5,24.8379342246929
9,7,4.66542964002534
9,8,29.9336949566654
9,9,-77.3081139116083
9,10,29.5959734214244
9,11,8.98796681384446
9,12,-29.9724426743677
9,13,-8.46985327573744
9,14,-18.9411356184661
9,15,-10.857386960636
9,16,25.9929885355929
10,1,69.5397404479507
10,2,69.8398963576725
10,3,-57.9950152929843
10,5,24.5522271988773
10,7,4.88410833284839
10,8,28.9290553841747
10,9,-77.2440720992035
10,11,8.73763386711399
10,12,-29.9245125301958
10,13,-6.87493407432777
10,14,-19.4989709693827
10,15,-10.7886882959868
10,16,25.9698992013116
10,17,27.1731709602717
10,18,38.82891072851
11,1,69.4588831313717
11,2,69.3319721934542
11,3,-58.4289718296196
11,5,24.9066690007672
11,7,4.62689743060306
11,8,28.9444219930818
11,9,-77.1061727395227
11,11,9.25234885910481
11,12,-30.2193593297128
11,13,-6.69431273396031
11,14,-20.0668329653122
11,15,-11.39573232075
11,16,24.9547753841188
11,17,26.2487047714207
11,18,38.6332702727464
12,1,67.0939141798645
12,2,69.2013561690662
12,3,-58.9582157069193
12,5,24.9716378799027
12,7,4.42766396848707
12,8,28.6028437632575
12,9,-76.2334860526969
12,11,8.59750218394141
12,12,-30.4901187788662
12,13,-8.50417756895022
12,14,-17.9025310138945
12,15,-12.3043722526155
12,16,26.5568679701341
12,17,26.8293154420841
12,18,37.0135562869006
13,1,65.857620315208
13,2,67.5994638770984
13,3,-59.2562880871598
13,5,24.9752161251687
13,7,4.73654911296186
13,8,29.0020722535829
13,9,-76.1073351784994
13,11,8.54696759425561
13,12,-30.7291163551771
13,13,-9.12496952095028
13,14,-17.0579989952635
13,15,-12.2626567081426
13,16,26.0381787811343
13,17,26.775729797276
13,18,36.6848815228205
14,1,65.5205781115214
14,2,66.2088582974765
14,3,-58.9408012293919
14,5,23.8171669607726
14,7,4.83700957124389
14,8,28.8371478988886
14,9,-76.4090512293283
14,11,8.7667563707832
14,12,-30.9904975915481
14,13,-9.14174202398515
14,14,-16.4968048436966
14,15,-13.002081643269
14,16,26.1966688217378
14,17,25.962629944938
14,18,36.4482398682295
15,1,65.4526349493012
15,2,65.1915480961408
15,3,-58.9408012293919
15,5,23.4650492100225
15,7,5.11564331932476
15,8,28.7914297683504
15,9,-75.7488315902897
15,11,8.77934096182234
15,12,-30.6643995655745
15,13,-11.1098212077629
15,14,-13.6579244609213
15,15,-12.4085507596821
15,16,25.5930974188196
15,17,24.7149427228309
15,18,36.5570605554427
16,1,63.7493888328926
16,2,64.9735962711375
16,3,-60.6214678443027
16,5,23.4702590363594
16,7,4.88022207738929
16,8,29.0618605805823
16,11,8.77044479431156
16,12,-30.6147503015756
16,13,-13.6347005288256
16,14,-10.4453344592286
16,15,-12.8968912233775
16,16,27.9699105123486
16,17,20.2032993109818
16,18,36.4182187772028
16,19,-74.6936722264611
16,20,-72.8498141782386
17,1,62.8584715416009
17,2,64.3918047389226
17,3,-59.9691555631556
17,5,23.0412038895993
17,7,5.46863630265401
17,8,28.877076520957
17,11,8.63855988997656
17,12,-30.8572810498583
17,13,-12.6706060246831
17,14,1.4694742974029
17,15,-13.220146681319
17,16,31.4648021799749
17,17,15.3261949708554
17,18,35.5916191141855
17,19,-75.1387283121053
17,20,-73.5678029627817
18,1,62.1826139298458
18,2,63.6600428809673
18,3,-60.8688298937592
18,5,22.717424021567
18,7,5.71592743966055
18,8,28.6516847086743
18,11,9.1624703087951
18,12,-31.1736043892565
18,13,-12.4097015042418
18,14,6.41476889577205
18,15,-12.9038723356447
18,16,28.8680727654761
18,17,-13.4900668229018
18,18,29.7270307148484
18,19,-75.0924421971607
18,20,-72.4128435041992
19,1,61.3401211223574
19,2,63.2440688064153
19,3,-60.1385374537781
19,7,5.30243977610565
19,8,28.9215240355874
19,11,9.64569000534752
19,12,-31.4321135280447
19,13,-3.58495518236735
19,14,11.8743008941603
19,15,-5.3206331493799
19,16,53.2404750700788
19,17,-16.4420433844923
19,18,29.2392254516479
19,19,-74.5623535845808
19,20,-72.6353706067116
19,21,21.518571925533
19,22,23.3785650978328
20,1,60.9139267376364
20,2,63.3442533950675
20,3,-61.4340606640912
20,7,5.45753927015446
20,8,27.6546400749582
20,11,9.80548176566503
20,12,-31.6645005811482
20,13,-0.471479631738026
20,14,14.1323248763169
20,15,-1.39236966303862
20,16,54.064631785655
20,17,-20.3069440710567
20,18,28.6476269640822
20,19,-74.2363544959511
20,20,-72.1689224149015
20,21,22.6238068815255
20,22,21.7229319468594
21,1,60.3310372411789
21,2,62.5939624999301
21,3,-61.3793951209225
21,7,5.67663936423964
21,8,27.1284312413297
21,11,9.69672035970003
21,12,-31.5858165805982
21,13,-3.40747775703337
21,14,15.4165729190997
21,15,-3.32614973797536
21,16,56.0681275404998
21,17,-23.644960953304
21,18,29.2135465365639
21,19,-74.7239640438123
21,20,-72.2624370602324
21,21,23.6361022548533
21,22,11.0511051624915
22,1,59.7164558124679
22,2,62.8903492814511
22,3,-61.0204032472643
22,7,5.33750117115616
22,8,26.9449683133382
22,11,9.96038986114486
22,12,-31.2734097116089
22,13,-1.92616612649289
22,14,15.2579708701471
22,15,-1.54423103607963
22,16,55.6516542645043
22,17,-27.9219894434103
22,18,28.0125985032617
22,19,-74.5553866189697
22,20,-72.6279838236863
22,21,20.6789465817492
22,22,-1.55819753716564
23,1,58.9039321320019
23,2,62.8645870467757
23,3,-61.930180148685
23,7,4.87764785590183
23,8,26.4245926578085
23,11,9.60055559143466
23,12,-32.0084753197846
23,13,-2.48764598546173
23,14,15.8338752690872
23,15,-1.34119215931626
23,16,57.1339965844116
23,17,-29.2597276461981
23,18,27.7380197302604
23,19,-69.8787809833305
23,20,-71.1262729825838
23,21,21.7916417272932
23,22,-4.84939132335059
24,1,58.8370516498032
24,2,62.5297740755936
24,3,-62.3735693987306
24,8,26.440927203666
24,11,9.58369311555974
24,12,-32.5401989813747
24,13,-2.73178781907152
24,14,15.6951461354774
24,15,-0.905699347606671
24,16,56.8144425274565
24,17,-29.1079227365561
24,18,26.6659781072198
24,19,-69.2155447401546
24,20,-70.2682345098883
24,21,23.283988546467
24,22,-7.39851958459878
24,23,5.66923096161287
24,24,0.0120058268499317
25,1,57.9546426120451
25,2,62.7230296049698
25,3,-62.045908951935
25,8,25.5697050293297
25,11,9.71395916958789
25,12,-31.933486699101
25,13,-1.93560067721507
25,14,15.7931407744259
25,15,-0.673052788486156
25,16,57.6071248680219
25,17,-30.5338662186221
25,18,25.7697625033309
25,19,-69.235918549055
25,20,-69.364284296027
25,21,23.0934808569144
25,22,-8.33455366194383
25,23,5.4559041490827
25,24,0.218956919834594
26,1,58.3694422161104
26,2,62.717564410627
26,3,-62.4980696140863
26,8,25.4643128035252
26,11,9.50284023385033
26,12,-31.6439263071331
26,13,-2.35237328793304
26,14,16.897122189319
26,15,-0.666089183647916
26,16,57.4421176246822
26,17,-31.359613661011
26,18,25.243719869087
26,19,-68.8250925664189
26,20,-68.5533608931292
26,21,23.8136146113556
26,22,-9.77888492938627
26,23,7.53275566475634
26,24,0.208317691477419
27,1,58.6374308683924
27,2,61.9145093134279
27,3,-63.4259327213281
27,8,24.9650009316383
27,11,9.77865509655198
27,12,-32.0462506960671
27,13,-2.7494433378584
27,14,17.7811918717106
27,15,-0.535510093388944
27,16,56.3215015473419
27,17,-31.8208086141668
27,18,24.6234579499131
27,19,-68.767084673125
27,20,-66.3307261001178
27,21,23.2210905943318
27,22,-12.8212260673392
27,23,5.69248110131292
27,24,0.0920086944786542
28,1,58.7462172960699
28,2,62.3142079407234
28,3,-62.989557059713
28,8,24.7956833967098
28,11,9.81335974697311
28,12,-32.3756813315606
28,13,-2.90946522601664
28,14,17.4115996224885
28,15,0.00275329551639561
28,16,57.0322686343667
28,17,-32.1547582091993
28,18,22.7095283213465
28,19,-68.2558700559975
28,20,-65.5699795931171
28,21,23.9394371555144
28,22,-16.3731925188377
28,23,3.35332804273256
28,24,0.83671590176262
29,1,58.0713430452631
29,2,62.1127113867607
29,3,-63.3349158070387
29,8,24.4891317248231
29,11,9.51045963309421
29,12,-32.26558251836
29,13,-3.53390187969003
29,14,18.2605287655655
29,15,-0.249314236764983
29,16,56.5382704671393
29,17,-33.0917925720822
29,18,22.1226525357433
29,19,-67.9058586940983
29,20,-65.1112639721897
29,21,23.5327626899708
29,22,-16.5603944952582
29,23,-1.65424591379809
29,24,4.06701607809178
30,1,57.7653533591869
30,2,61.8541825233781
30,3,-63.657708239288
30,8,23.9881649971424
30,11,9.2296507386976
30,12,-32.6939519333291
30,13,-1.9128069470497
30,14,18.1865924325174
30,15,-0.147338211431334
30,16,55.4706706335866
30,17,-32.3416676594533
30,18,21.6390722430481
30,19,-67.6076306834147
30,20,-64.1043178871765
30,21,23.6282097964695
30,22,-15.4976700036562
30,23,-6.04638416668574
30,24,7.64656457589588
31,1,57.78568521556
31,2,62.2181526845406
31,3,-63.8405780386573
31,8,23.4290577612206
31,11,8.98486495239212
31,12,-32.9333927214
31,13,-2.70568180443302
31,14,18.4613434262095
31,15,0.615177901917014
31,16,55.9922589260102
31,17,-32.5263612788098
31,18,20.4052694328801
31,19,-68.6166976808379
31,20,-63.1930651556505
31,21,22.6814320175706
31,22,-13.9990332422833
31,23,-9.71915049595453
31,24,9.24268624637914
32,1,57.2017172804082
32,2,63.0335342004257
32,3,-64.280945427073
32,8,22.8711219659767
32,11,8.88199730754436
32,12,-32.1485999066523
32,13,-3.21876245677912
32,14,18.9283445711446
32,15,0.812042403303898
32,16,56.8743584101877
32,17,-32.5977352489019
32,18,19.8420615423619
32,19,-67.3721332329224
32,20,-61.7032005885499
32,21,22.4831574680331
32,22,-15.1222334250346
32,23,-9.41854607779638
32,24,8.86798910339814
33,1,57.2182892042965
33,2,62.995492711759
33,3,-65.2373397167163
33,8,21.0805180427087
33,11,9.42582940402578
33,12,-32.1871645089188
33,13,-3.02003609125204
33,14,18.9161223276875
33,15,1.09903806757771
33,16,58.1365730609593
33,17,-33.4906980224616
33,18,19.1670641990673
33,19,-66.2328257439537
33,20,-59.9462935061895
33,21,22.5075007399934
33,22,-15.6294724653305
33,23,-10.3465851682358
33,24,9.66997075457485
34,1,57.2440376593053
34,2,62.6046571613993
34,3,-65.4414651533373
34,8,19.9324199676243
34,11,9.58196701435631
34,12,-32.6460108590439
34,13,-2.13905326787253
34,14,18.5361959040495
34,15,1.19421791212295
34,16,55.7160985877587
34,17,-32.3963590263504
34,18,18.4805646728727
34,19,-66.8793016022624
34,20,-58.2219149736687
34,21,22.5701762309429
34,22,-14.9859681006254
34,23,-10.9284208214917
34,24,10.6632101532723
35,1,57.1295600700462
35,2,62.2581818519976
35,3,-66.1957164593884
35,8,19.2627444699012
35,11,8.75778403473753
35,12,-31.9345010526245
35,13,-0.595845148920209
35,14,18.2430188298752
35,15,1.65156622841705
35,16,57.0048749310666
35,17,-31.2485924871153
35,18,18.2239099116693
35,19,-65.4476804021191
35,20,-57.9754130149543
35,21,22.9176715667319
35,22,-15.7197506823365
35,23,-9.90206224049554
35,24,10.2326188187522
36,1,57.202834288324
36,2,62.3446069089797
36,3,-67.0888221595656
36,8,16.8313822790371
36,11,9.57889072610221
36,12,-32.3017932736661
36,13,1.407817488317
36,14,18.2602193822822
36,15,2.05825295267702
36,16,56.1460032041586
36,17,-31.5485909766976
36,18,17.120272104831
36,19,-65.4278404185772
36,20,-57.1864018285732
36,21,23.017515456338
36,22,-17.0987962460778
36,23,-9.95842447460874
36,24,10.9650260886591
37,1,57.6433614403212
37,2,61.8875157044362
37,3,-67.3705717009551
37,8,15.5929053376856
37,11,9.65492415346753
37,12,-31.5789207135754
37,13,1.38189744668187
37,14,18.5506406443853
37,15,2.2609830218669
37,16,54.8121088116118
37,17,-30.9085505437996
37,18,15.7346299539896
37,19,-65.6754349170591
37,20,-55.6406350537749
37,21,22.4666136761506
37,22,-17.5981129351998
37,23,-9.35023058365283
37,24,11.548479832034
38,1,58.2543722994085
38,2,60.9684021847077
38,3,-67.8003167586421
38,8,13.7009301950222
38,12,-31.7137883631128
38,13,1.03121682976913
38,14,18.9294705156152
38,15,2.79446347523236
38,16,55.1442526901997
38,17,-30.5388235707523
38,18,15.0883499302471
38,19,-63.8899873775071
38,20,-55.1503207236555
38,21,23.47609803584
38,22,-19.0190564940316
38,23,-10.6301075629239
38,24,11.0952895894718
38,25,2.76931876639526
38,26,15.178338205091
39,2,60.7752222402153
39,3,-68.5725538237831
39,8,12.6066551841339
39,12,-31.785966584088
39,13,1.11319326444629
39,14,19.3003151957524
39,15,1.85749752581035
39,16,54.0222375562015
39,17,-29.6436956817483
39,18,14.4621073797886
39,19,-63.8566651581038
39,20,-54.1275979584934
39,21,23.4397669181029
39,22,-20.2020781626834
39,23,-10.7756016003206
39,24,10.2642650460848
39,25,4.24538512441724
39,26,14.5525562804897
39,27,58.2657134630069
39,28,59.4521082032563
40,2,60.9940819814428
40,3,-68.8523196991318
40,8,11.0265519528725
40,12,-31.3848173168518
40,13,1.64237586379993
40,14,19.6676150594055
40,15,2.32312619382486
40,16,53.08478526274
40,17,-28.6895937249241
40,18,13.9969676254397
40,19,-64.1418952322432
40,20,-53.9674019016933
40,21,23.3189636691734
40,22,-21.945338230688
40,23,-11.9334508450614
40,24,10.7355911940051
40,25,5.85566643016756
40,26,12.7361960291085
40,27,56.6005561790322
40,28,61.1930598911458
41,2,60.9603712121749
41,3,-68.7990788884122
41,8,9.94738335389667
41,12,-30.6682778357721
41,13,1.62614225136706
41,14,20.0045401499838
41,15,3.18371024749936
41,16,53.7908154137496
41,17,-28.6138874745439
41,18,13.5461617088169
41,19,-63.827110330989
41,20,-53.8080366816514
41,21,23.391782054422
41,22,-22.7670391342412
41,23,-12.786213364248
41,24,10.8427768100254
41,25,11.4034223879899
41,26,8.8599846599177
41,27,56.3882541061615
41,28,61.0890030291643
42,2,61.1067802181411
42,3,-68.8539980647418
42,8,10.3872761218312
42,12,-30.8447471995276
42,13,1.54935220380507
42,14,20.2884604346295
42,15,3.78157461486209
42,16,53.0969723349737
42,17,-26.8433871877397
42,18,12.9253616176748
42,19,-62.6720174708259
42,20,-52.480771623024
42,21,23.9143648398596
42,22,-23.2269465014287
42,23,-14.9236164157683
42,24,11.3031402917772
42,25,14.5025936808352
42,26,4.61989567899408
42,27,55.5991337350241
42,28,63.7789552018795
43,2,60.976782669131
43,3,-69.0611245040314
43,8,10.809034337289
43,12,-30.6943255740625
43,13,1.33247426869067
43,14,20.2819170255094
43,15,3.90280786613806
43,16,53.1730421601432
43,17,-25.9445109586424
43,18,11.3942590574739
43,19,-61.7216016340971
43,20,-53.3238546654424
43,21,24.2608220001182
43,22,-23.7440641678446
43,23,-16.6085074027551
43,24,12.0730764941981
43,25,33.9006188794757
43,26,13.3333082437278
43,27,55.2623999598873
43,28,65.6623123574374
44,2,61.1286717290903
44,3,-69.5999994115123
44,12,-30.3341511639033
44,13,1.140602419842
44,14,20.0657778375905
44,15,3.90280786613806
44,16,52.6416756730902
44,17,-24.6695690954262
44,18,11.097048746138
44,19,-59.9709075233257
44,20,-53.7698710520679
44,21,24.9671090983332
44,22,-24.747672968707
44,23,-17.8070390771213
44,24,12.564042609303
44,25,36.780261680107
44,26,24.5572296304185
44,27,54.6006121370204
44,28,65.7152062890047
44,29,16.9060408728559
44,30,0.935135448676626
45,2,61.1103528659646
45,3,-70.2345474698021
45,12,-30.1296460869645
45,13,2.32706729496506
45,14,19.9841181508165
45,15,3.76220859150737
45,16,52.2175552287151
45,17,-23.0902874412091
45,18,10.2378483467792
45,19,-58.6813570759779
45,20,-54.4455995560007
45,21,24.1337416497445
45,22,-25.9184348605265
45,23,-19.9160677535992
45,24,11.7070152548282
45,25,32.3881458265803
45,26,39.7753541495472
45,27,54.4229466606835
45,28,66.2196934824658
45,29,19.1799649367723
45,30,-2.02221794936369
46,12,-30.4651812330966
46,13,1.95728031076215
46,14,20.1477185347694
46,15,3.67249106445876
46,16,53.5188392143561
46,17,-21.9134894294402
46,18,8.52650154972674
46,19,-57.4312380855482
46,20,-55.2991270783225
46,21,24.0981361382999
46,22,-26.6595535205478
46,23,-23.0299105492421
46,24,11.261371690947
46,25,32.9367526728879
46,26,38.7535285904821
46,27,51.0963281369671
46,28,66.0111035686301
46,29,24.7757268604442
46,30,-6.80863362909033
46,31,67.1998158880818
46,32,57.8943120465762
46,33,-67.0707835736884
46,34,-71.2125768337057
47,12,-30.3338378700876
47,13,1.85841735409354
47,14,19.9428711740427
47,15,3.59407212842017
47,16,53.5700147508988
47,17,-19.8687720082159
47,18,7.26733022701208
47,19,-58.3001666071163
47,20,-54.4227245842805
47,21,24.0655400132359
47,22,-28.088390253261
47,23,-24.9744175922086
47,24,11.0951771019019
47,25,32.9003728222197
47,26,38.7437180439485
47,27,49.872728536201
47,28,65.5161582769476
47,29,28.2537878843962
47,30,-11.5718503581386
47,31,68.2055814158452
47,32,57.3861773358087
47,33,-67.2833064023911
47,34,-70.8279179877313
48,12,-29.9866286231039
48,13,1.68113567135076
48,14,19.7211439762242
48,15,3.70221164397035
48,16,54.3570019641142
48,17,-18.1940277897876
48,18,6.37095439049195
48,19,-57.3963395631104
48,20,-56.4421212777297
48,21,24.1114183877625
48,22,-28.9578353436127
48,23,-25.7097234032892
48,24,11.3380198129606
48,25,32.5425421299578
48,26,39.230127785939
48,27,49.9470571475501
48,28,65.0757878330054
48,29,27.2806027453724
48,30,-13.9427753264607
48,31,68.5217832594876
48,32,57.402742630447
48,33,-67.6445123317743
48,34,-72.6036945410922
49,12,-30.0163396403815
49,13,2.82069957216073
49,14,19.7496606197394
49,15,3.61802998997133
49,16,54.0690103683584
49,17,-16.0667353377509
49,18,5.61510322288
49,19,-55.6360403396791
49,20,-56.707509768887
49,21,24.2651785158199
49,22,-29.0454617586554
49,23,-25.9005729545694
49,24,10.4597970969455
49,25,33.2163368025117
49,26,39.1034011404083
49,27,50.9299571966836
49,28,64.4976405326905
49,29,27.2806027453724
49,30,-14.3957208585338
49,31,68.4671449816511
49,32,56.8338186153348
49,33,-67.6945417384337
49,34,-73.605948313344
50,12,-30.1281653256342
50,13,3.63094205806432
50,15,3.58232510248677
50,16,53.959478478366
50,17,-14.7104886359659
50,18,5.45121335658059
50,19,-57.1076125370199
50,20,-55.987069908691
50,21,25.0156051869044
50,22,-28.839755979907
50,23,-27.4520771833408
50,24,8.78655850120844
50,25,33.6753879376858
50,26,37.5801069612182
50,27,51.3717602944481
50,28,63.4371145169854
50,29,28.0977316375036
50,30,-15.2026327333753
50,31,68.6599555332466
50,32,56.1792459614016
50,33,-67.0905398016755
50,34,-75.2257633991208
50,35,25.6773409570754
50,36,20.2198684006947
51,12,-30.0248799508043
51,13,3.88914888802992
51,15,3.93570336841276
51,16,53.19687901865
51,17,-13.4426053264562
51,18,5.10082025216229
51,19,-56.1485225836044
51,20,-56.7168773852439
51,21,24.9782384056603
51,22,-28.8804959242364
51,23,-27.6119831015528
51,24,7.73324594560599
51,25,33.4248620295069
51,26,37.6259425267711
51,27,52.4216591239044
51,28,62.37458743452
51,29,28.524942510449
51,30,-14.4843457115489
51,31,67.0780691582109
51,32,55.6174914684147
51,33,-67.010608111918
51,34,-77.2560924234414
51,35,25.5887156846826
51,36,20.5716483305547
52,15,3.99232752152856
52,16,54.1843312332573
52,17,-12.2353336350731
52,18,4.92410658079458
52,19,-56.3671131143419
52,20,-57.1081579873651
52,21,25.8335024038392
52,22,-27.6948818154244
52,23,-27.570299839964
52,24,6.55695379432467
52,25,32.9145756643136
52,26,37.7188285852567
52,27,53.6160358783269
52,28,61.9886209298432
52,29,28.894884167903
52,30,-14.7932836503878
52,31,66.2221420261256
52,32,56.2406276078086
52,33,-65.8747267566434
52,34,-79.9366533076352
52,35,24.177792607108
52,36,21.6065275944549
52,37,4.38187147383112
52,38,3.47813458002489
52,39,-30.6480889751389
52,40,-19.4660883662746
53,15,4.24710560901847
53,16,55.4560092901606
53,17,-11.1038280750468
53,18,4.59480628637337
53,19,-56.4670355104697
53,20,-56.8578883544958
53,21,19.873258125135
53,22,1.7953038784483
53,23,6.57744654873573
53,24,18.3713679066873
53,25,32.6500021516758
53,26,38.2519628845495
53,27,54.340178671548
53,28,63.5626384585654
53,29,29.0685715287428
53,30,-16.4993094547289
53,31,62.3866643450891
53,32,52.6342477198587
53,33,-64.0459912835807
53,34,-80.7058678708573
53,35,22.940325362437
53,36,22.4854255293543
53,37,2.88323970470875
53,38,4.8333669120674
53,39,-30.2341011802001
53,40,-22.5069000080477
54,15,3.62842078422605
54,16,56.4194961051852
54,17,-10.7153087893685
54,18,4.29873101802043
54,19,-55.599423338436
54,20,-57.6729815795244
54,21,19.1263097278465
54,22,2.45446081533688
54,23,9.02172450157705
54,24,19.2667636921084
54,25,33.3170988429939
54,26,37.7315048139409
54,27,55.3289948789091
54,28,63.4129888751219
54,29,30.9389508857571
54,30,-15.8732686646014
54,31,60.7466834545378
54,32,52.2858191906858
54,33,-62.0517664162782
54,34,-86.0262289220042
54,35,22.199541919508
54,36,23.6548412610196
54,37,5.28093021717354
54,38,5.10101209481237
54,39,-28.7989162713558
54,40,-24.4932558112169
55,15,4.39950847448004
55,16,57.28632704999
55,17,-9.77633016588959
55,18,3.46412273937536
55,19,-55.9025397103136
55,20,-58.0276674739846
55,21,19.0196322753395
55,22,2.90491813119737
55,23,10.4200412366132
55,24,19.3289378186859
55,25,33.9859476314234
55,26,36.8643579471337
55,27,55.3697818060397
55,28,63.2299574068854
55,29,30.1611082063278
55,30,-15.5101248336646
55,31,59.8342541407485
55,32,51.60719070474
55,33,-63.3410060211502
55,34,-89.8451625133227
55,35,20.4364920273666
55,36,26.0510060322802
55,37,1.31681473258438
55,38,6.85708136610298
55,39,-26.0058362834661
55,40,-26.5874876485088
56,15,3.94925808802187
56,16,60.4142930720461
56,17,-8.17145708646346
56,18,1.92591103953145
56,19,-56.0650829634701
56,20,-58.4729116624231
56,21,18.9459806069836
56,22,1.99708956531578
56,23,12.9590213600126
56,24,19.7191720510663
56,25,33.7920759380439
56,26,37.3239816333369
56,27,54.5967621586111
56,28,63.0436715254082
56,29,29.3077887750853
56,30,-17.4052095771942
56,31,59.7023314069091
56,32,52.1684095753887
56,33,-62.9110902594785
56,34,88.8445100471872
56,35,16.8885789274732
56,36,30.19496065362
56,37,-1.9405200207303
56,38,6.62309794408743
56,39,-9.50182799362743
56,40,-13.3780075968833
57,15,3.75998254625013
57,16,62.4856212298213
57,17,-7.50643356558225
57,18,-0.31720591441145
57,19,-55.4893210792096
57,20,-58.977663229191
57,21,19.5360632123267
57,22,1.90527206409052
57,23,13.8531782608332
57,24,20.1386761171821
57,25,33.3200375300136
57,26,37.6459760284592
57,27,54.5215015463107
57,28,62.881285298278
57,29,28.9755582397861
57,30,-17.3890157223607
57,31,59.0319418093486
57,32,51.6115567525424
57,33,-63.5631601352205
57,34,86.9146657789293
57,35,13.9125154214152
57,36,33.6933978372612
57,37,-6.99118481930749
57,38,9.28048213745302
57,39,-8.23138684692386
57,40,-4.79217317324972
58,15,4.11660322787205
58,16,66.689137653872
58,17,-7.16149295937039
58,18,-0.893120151908958
58,19,-55.4770964937695
58,20,-59.3466689414621
58,21,20.859200648218
58,22,0.398817702331067
58,23,14.0096231464406
58,24,21.0958434947973
58,25,33.6349079593555
58,26,36.7916841592472
58,27,54.5411494663293
58,28,62.355326553988
58,29,29.4324038203998
58,30,-18.1546417129144
58,31,58.9275456795105
58,32,51.7173280497991
58,33,-64.1164673810912
58,34,86.7627980265842
58,35,10.1013310279008
58,36,38.6738704915794
58,37,-10.6947577705229
58,38,12.4839786896685
58,39,-7.95800133144728
58,40,-4.38896844559805
59,15,5.49815988439271
59,16,70.501228078487
59,17,-6.48879162402202
59,18,-1.17065340300608
59,19,-55.6444559593752
59,20,-59.4750850337258
59,21,21.7869354306632
59,22,-0.0249995556519392
59,23,14.1965270096457
59,24,21.032751162452
59,25,33.567836701545
59,26,36.7613698515365
59,27,54.7271595632
59,28,62.0610061676819
59,29,29.6192845441879
59,30,-17.403124123358
59,31,58.7090182567825
59,32,51.2365085864684
59,33,-63.6482175117171
59,34,86.1369756635759
59,35,8.73801682042376
59,36,41.9083847492213
59,37,-16.679736265503
59,38,7.43857288504423
59,39,-7.95758359012218
59,40,-6.01074879320903
60,15,5.96956254984463
60,16,71.0929054894236
60,17,-6.10308488700573
60,18,-1.02997523215476
60,19,-55.8353001419924
