----------Splitting Operations (Penalty=5)----------
T=15 Label=2
T=24 Label=6
----------False Negative Vertices (Penalty=10)----------
T=20 GT_label=9
T=23 GT_label=9
T=24 GT_label=9
T=24 GT_label=12
T=25 GT_label=9
T=25 GT_label=11
T=25 GT_label=12
T=26 GT_label=4
T=26 GT_label=11
T=26 GT_label=12
T=26 GT_label=14
T=27 GT_label=4
T=27 GT_label=11
T=27 GT_label=12
T=27 GT_label=14
T=28 GT_label=4
T=28 GT_label=12
T=28 GT_label=14
T=29 GT_label=4
T=29 GT_label=12
T=29 GT_label=14
T=29 GT_label=19
T=30 GT_label=4
T=30 GT_label=14
T=30 GT_label=18
T=30 GT_label=19
T=30 GT_label=20
T=30 GT_label=21
T=31 GT_label=4
T=31 GT_label=14
T=31 GT_label=16
T=31 GT_label=17
T=31 GT_label=18
T=31 GT_label=19
T=31 GT_label=20
T=31 GT_label=21
T=31 GT_label=22
T=32 GT_label=4
T=32 GT_label=14
T=32 GT_label=16
T=32 GT_label=17
T=32 GT_label=18
T=32 GT_label=20
T=32 GT_label=21
T=32 GT_label=22
T=33 GT_label=14
T=33 GT_label=15
T=33 GT_label=16
T=33 GT_label=18
T=33 GT_label=19
T=33 GT_label=20
T=33 GT_label=21
T=33 GT_label=22
T=33 GT_label=24
T=33 GT_label=25
T=33 GT_label=26
T=33 GT_label=28
T=33 GT_label=29
T=34 GT_label=14
T=34 GT_label=15
T=34 GT_label=16
T=34 GT_label=18
T=34 GT_label=20
T=34 GT_label=21
T=34 GT_label=22
T=34 GT_label=24
T=34 GT_label=25
T=34 GT_label=26
T=34 GT_label=28
T=34 GT_label=29
T=34 GT_label=31
T=35 GT_label=14
T=35 GT_label=16
T=35 GT_label=21
T=35 GT_label=25
T=35 GT_label=26
T=35 GT_label=28
T=35 GT_label=29
T=35 GT_label=31
T=35 GT_label=32
T=35 GT_label=33
T=35 GT_label=34
T=35 GT_label=35
T=35 GT_label=37
T=35 GT_label=38
T=35 GT_label=40
T=35 GT_label=41
T=35 GT_label=42
T=35 GT_label=43
T=36 GT_label=14
T=36 GT_label=21
T=36 GT_label=26
T=36 GT_label=28
T=36 GT_label=29
T=36 GT_label=31
T=36 GT_label=32
T=36 GT_label=33
T=36 GT_label=34
T=36 GT_label=35
T=36 GT_label=37
T=36 GT_label=38
T=36 GT_label=40
T=36 GT_label=41
T=36 GT_label=42
T=36 GT_label=43
T=36 GT_label=44
T=36 GT_label=45
T=36 GT_label=48
T=36 GT_label=49
T=37 GT_label=14
T=37 GT_label=26
T=37 GT_label=28
T=37 GT_label=29
T=37 GT_label=31
T=37 GT_label=32
T=37 GT_label=34
T=37 GT_label=35
T=37 GT_label=36
T=37 GT_label=37
T=37 GT_label=38
T=37 GT_label=40
T=37 GT_label=41
T=37 GT_label=42
T=37 GT_label=43
T=37 GT_label=44
T=37 GT_label=45
T=37 GT_label=48
T=37 GT_label=49
T=37 GT_label=50
T=37 GT_label=51
T=37 GT_label=52
T=37 GT_label=53
T=38 GT_label=14
T=38 GT_label=26
T=38 GT_label=28
T=38 GT_label=29
T=38 GT_label=31
T=38 GT_label=32
T=38 GT_label=34
T=38 GT_label=35
T=38 GT_label=36
T=38 GT_label=37
T=38 GT_label=38
T=38 GT_label=40
T=38 GT_label=41
T=38 GT_label=42
T=38 GT_label=43
T=38 GT_label=44
T=38 GT_label=45
T=38 GT_label=47
T=38 GT_label=48
T=38 GT_label=49
T=38 GT_label=50
