CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
0,1,49.0931015,49.0931015,0,1,NaN,2.710900117
1,2,34.05877304,34.05877304,0,1,NaN,0.058755821
2,3,53.66563034,53.66563034,0,1,NaN,2.677945096
3,4,36,36,0,1,NaN,3.141592654
4,5,56.37931442,56.37931442,0,1,NaN,2.667192783
5,6,38.08286285,38.08286285,0,1,NaN,0.035699113
6,7,62.7228241,62.7228241,0,1,NaN,2.645169972
7,8,42,42,0,1,NaN,3.141592654
8,9,65.47285461,65.47285461,0,1,NaN,2.631104287
9,10,43.09901047,43.09901047,0,1,NaN,0.02940329
10,11,73.19895172,73.19895172,0,1,NaN,2.616008957
11,12,49.03372192,49.03372192,0,1,NaN,3.117787589
12,13,76.82561493,76.82561493,0,1,NaN,2.60430796
13,14,51.21728134,51.21728134,0,1,NaN,3.076467446
14,15,85.43719482,85.43719482,0,1,NaN,2.581232734
15,16,55.30075455,55.30075455,0,1,NaN,3.06332155
16,17,89.03982544,89.03982544,0,1,NaN,2.58299335
17,18,56.29273224,56.29273224,0,1,NaN,3.066263811
18,19,100.6258087,100.6258087,0,1,NaN,2.574863452
19,20,62.34116745,62.34116745,0,1,NaN,3.070285184
20,21,104.8465118,104.8465118,0,1,NaN,2.571209395
21,22,65.5278244,65.5278244,0,1,NaN,3.057048874
22,23,62.09565353,62.09565353,-1.209,4,0.04,2.605157242
23,24,56.34891129,56.34891129,0,1,NaN,2.677945096
24,25,70.97446442,70.97446442,0,1,NaN,3.008063754
25,25,38.9587059,38.9587059,0.132,2,0.025,2.792821748
26,26,60.91179276,60.91179276,0.289,4,0.052,2.714965166
27,25,23.40085411,23.40085411,0.994,7,0.025,0.321750506
28,23,45.098526,45.098526,1.164,12,0.052,2.950408181
29,25,23.76967239,23.76967239,-0.116,8,0.025,0.257323746
30,26,34.94611359,34.94611359,-0.278,5,0.026,2.553590121
31,26,27.29412651,27.29412651,0.445,9,0.034,2.63874949
32,26,25.49026108,25.49026108,-0.379,6,0.013,1.997423814
34,27,40.28466415,40.28466415,0.816,2,0.096,2.586098862
35,23,41.19480896,41.19480896,2.381,3,0.153,2.938547526
36,25,22.56077003,22.56077003,0.084,2,0.001,0.218668945
37,27,45.2509346,45.2509346,0.004,2,0.015,2.574863385
38,23,36.22430038,36.22430038,0.772,5,0.026,2.677945096
43,23,111.3503876,111.3503876,0,1,NaN,2.750187469
45,25,31,31,0.511,2,0.006,3.141592654
47,28,91.72561646,91.72561646,-2.104,2,0.139,2.757774948
57,23,40.56378937,64.81900787,-0.885,7,0.044,2.64910679
59,25,39.53075409,39.53075409,-0.844,3,0.025,0.400240621
60,25,23.71708298,43.9939003,0.548,15,0.01,0.400240655
62,25,25.493536,43.40990829,-0.045,7,0.015,2.902983274
63,26,47.62730789,68.13605499,0.684,4,0.046,2.727085745
64,26,38.07778931,71.27365875,0.948,5,0.034,2.721712684
69,26,27.50466919,37.18837738,0.204,6,0.021,2.536048012
71,26,21.96203804,30.49530029,0,1,NaN,2.543173765
75,23,47.40394211,77.99504852,-0.788,4,0.053,2.758065099
77,25,24.69434357,22.68706131,0.054,2,0.014,0.165148678
81,23,74.63616943,74.63616943,0,1,NaN,2.754716973
