TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,1.8157750060567805,1.0,78.5294189453125,46.882354736328125,18.432706832885742,8.731282234191895,0.0,,,,
1.0,1.0,2.034443917435608,2.0,68.90000915527344,66.20000457763672,17.441329956054688,8.049844741821289,0.0,,,,
2.0,2.0,1.7681918907414147,3.0,79.30769348144531,47.4615364074707,18.04268455505371,8.236878395080566,0.0,,,,
2.0,3.0,2.034443917435608,4.0,69.70001220703125,67.10000610351562,17.441329956054688,7.602630615234375,0.0,,,,
3.0,4.0,1.8157750060567805,5.0,81.70587921142578,46.67646789550781,18.432706832885742,8.00367546081543,0.0,,,-0.287,-0.239
3.0,5.0,1.8925468995516332,6.0,71.94999694824219,66.6500015258789,17.708751678466797,8.538147926330566,0.0,,,0.841,-0.412
4.0,4.0,1.5707963267948966,5.0,81.0,45.5,17.0,8.0,0.0,,,0.731,0.09
4.0,5.0,2.034443917435608,6.0,70.30000305175781,65.4000015258789,21.913463592529297,8.049844741821289,0.0,,,0.497,0.364
5.0,4.0,2.0647377077303957,5.0,81.162841796875,46.12614822387695,20.657207489013672,8.80471134185791,0.0,,,,
5.0,5.0,2.49809150807632,6.0,74.00000762939453,64.0,24.40000343322754,8.40000057220459,0.0,,,,
6.0,6.0,1.92956700252212,7.0,83.21232604980469,46.767120361328125,19.779953002929688,8.66104507446289,0.0,,,,
6.0,7.0,2.55359012071789,8.0,76.57691955566406,64.1153793334961,25.238859176635742,8.043152809143066,0.0,,,,
7.0,8.0,2.070143025926389,9.0,84.12101745605469,47.1114616394043,19.712745666503906,8.778955459594727,0.0,,,-0.097,-0.03
7.0,9.0,2.6011730862304447,10.0,78.36764526367188,63.77941131591797,27.954269409179688,8.231931686401367,0.0,33.0,10.0,0.41,0.047
8.0,8.0,2.034443917435608,9.0,83.89999389648438,47.19999694824219,19.230182647705078,8.944271087646484,0.0,,,0.179,-0.487
8.0,9.0,2.589937609065564,10.0,78.60515594482422,63.85836410522461,30.00457763671875,7.992486476898193,0.0,33.0,10.0,1.652,-0.295
9.0,8.0,2.034443917435608,9.0,81.5,46.5,20.124608993530273,7.602630138397217,0.0,,,-0.089,-0.096
9.0,9.0,2.582993349944155,10.0,77.91573333740234,62.36516571044922,38.26592254638672,7.525984764099121,0.0,33.0,10.0,0.556,-0.094
10.0,8.0,2.034443917435608,9.0,81.40000915527344,45.70000457763672,19.677398681640625,7.602630615234375,0.0,,,0.215,0.099
10.0,9.0,2.55359012071789,10.0,78.0,61.499996185302734,41.047813415527344,7.488452911376953,0.0,33.0,10.0,0.671,0.209
11.0,8.0,2.1112157942857044,9.0,81.80882263183594,45.985294342041016,20.751327514648438,7.545937538146973,0.0,,,0.054,0.528
11.0,9.0,2.5283852983711075,10.0,80.072021484375,60.52338790893555,44.40385818481445,8.390088081359863,0.0,33.0,10.0,0.559,0.471
12.0,8.0,2.034443917435608,9.0,84.09999084472656,47.29999542236328,21.019041061401367,7.60263204574585,0.0,,,-0.044,0.07
12.0,9.0,2.4925971404313776,10.0,82.70565795898438,60.93019485473633,47.19709014892578,8.928436279296875,0.0,33.0,10.0,0.962,0.105
13.0,8.0,2.158798926245827,9.0,84.69230651855469,46.9615364074707,20.801258087158203,7.765803337097168,0.0,,,-0.111,0.138
13.0,9.0,2.4827865876077437,10.0,84.88191223144531,58.78498077392578,52.009220123291016,10.126365661621094,0.0,33.0,10.0,,
14.0,8.0,2.1587988596668,9.0,85.26922607421875,47.34614944458008,20.246559143066406,7.488452911376953,0.0,,,0.23,-0.072
14.0,10.0,2.770701399109401,10.0,69.76273345947266,68.17560577392578,31.015043258666992,6.990035057067871,9.0,,,,
14.0,33.0,2.1785983305280756,10.0,97.28217315673828,47.00063705444336,35.2275390625,7.316763401031494,9.0,34.0,12.0,0.883,0.004
15.0,8.0,2.1995926951914426,9.0,85.48108673095703,46.21351623535156,21.394744873046875,8.087360382080078,0.0,,,0.247,0.155
15.0,11.0,2.736700821472359,11.0,67.9137954711914,67.46552276611328,33.61444854736328,7.353160381317139,0.0,37.0,13.0,0.718,0.149
15.0,33.0,2.1293956304405346,10.0,97.87641143798828,45.797752380371094,39.643917083740234,7.419984340667725,9.0,34.0,12.0,0.852,0.117
16.0,8.0,2.356194490192345,9.0,87.0,45.000003814697266,22.62741470336914,7.0710673332214355,0.0,,,0.026,0.338
16.0,11.0,2.582993349944155,11.0,69.73033905029297,66.66854858398438,37.2059211730957,8.267982482910156,0.0,37.0,13.0,0.961,0.482
16.0,33.0,2.083185757496511,10.0,96.97626495361328,48.98664855957031,43.905616760253906,8.225494384765625,9.0,34.0,12.0,,
17.0,8.0,2.714965165919568,9.0,89.30821990966797,44.17808532714844,22.7591609954834,8.19329833984375,0.0,,,,
