lable,NumberOfDivision
1,0
4,0
6,0
10247,0
10246,0
16390,0
10,0
11,0
12,0
14,0
14350,0
16,0
17,0
20,0
6165,0
2070,3
23,0
24,0
10262,0
10266,0
16408,0
28,0
30,0
6174,0
4128,0
33,0
10271,0
36,9
37,0
16420,0
39,3
40,1
42,0
43,1
44,0
45,0
46,0
47,5
48,0
49,0
51,11
52,0
53,0
54,9
55,0
56,0
2100,0
58,0
60,1
61,5
63,1
65,0
69,1
71,1
72,0
73,0
74,0
75,0
77,0
78,0
2126,0
6222,0
81,1
82,2
83,0
2129,0
85,0
86,0
87,0
91,0
92,0
93,0
14430,0
96,0
101,4
102,1
103,2
104,0
105,0
106,2
107,0
108,1
109,0
110,1
4202,0
112,0
113,0
114,0
115,3
6257,0
117,1
118,2
119,1
120,0
121,0
122,0
125,0
126,2
8319,0
128,4
129,0
14463,0
132,0
133,0
134,1
135,1
136,0
137,0
138,11
139,0
140,2
141,0
142,1
4233,0
144,1
6290,0
6293,0
16533,0
2200,0
12443,0
8351,0
6306,0
16547,0
8357,0
12453,0
8364,0
4269,1
8367,0
10415,0
6323,0
12467,0
14515,0
182,0
4279,0
14519,0
16565,0
4282,0
6331,0
16567,0
12478,0
4289,0
12484,0
10439,0
4299,0
6351,0
16596,0
6357,0
6358,1
6359,0
218,0
220,0
6366,0
14558,0
8423,0
6383,0
14575,0
10481,0
6386,0
4340,1
246,0
254,0
6404,0
262,0
6407,0
6409,0
6410,0
6414,0
6416,0
6417,0
14614,0
4375,0
4376,0
6427,0
6428,0
6429,0
16673,0
6434,3
6435,0
14628,0
4389,0
4392,0
6443,0
16684,0
304,0
4408,0
318,0
16716,0
16717,0
337,0
4434,0
16729,0
16732,0
4446,0
4447,0
354,0
4459,0
365,0
4464,0
4465,0
12660,0
378,1
379,0
4475,0
8575,0
4482,0
10626,0
4484,0
2438,0
10631,0
2447,0
2449,0
6555,0
2460,0
10652,0
16795,0
2463,0
4511,0
4513,0
16797,0
4515,0
12707,0
2469,0
2470,0
16798,0
2472,0
4521,1
16811,0
2476,0
2477,0
6576,0
4530,0
10674,0
16819,0
4534,0
16825,0
2490,1
4538,0
4540,0
12734,0
2495,0
2496,0
2498,0
4549,0
12742,0
16840,0
2505,0
2506,0
12747,0
2510,0
12751,0
16853,0
2518,0
2519,0
2520,0
12763,0
2524,0
2532,0
2540,0
12781,0
2549,0
12791,0
2552,3
12800,1
12804,0
519,0
2568,0
2572,0
12812,0
12817,0
2578,0
2579,0
6685,0
16930,0
2598,0
12839,0
4649,0
2610,0
10803,0
4660,0
2615,0
569,0
4666,1
2627,0
583,0
2631,0
2645,0
16983,0
2650,0
603,0
2654,0
2659,0
8807,0
12904,0
2665,0
14952,0
2667,0
2670,0
2671,0
2674,0
627,0
2677,0
10874,0
2686,1
2691,0
2694,0
2696,0
2698,0
2699,0
8844,0
14989,0
2703,0
2704,0
2705,0
6802,0
2707,0
2708,0
2712,0
2715,0
2717,1
2721,0
674,0
2722,0
15012,0
683,0
2733,2
2734,3
8878,0
2736,0
6833,0
2738,0
2739,0
8883,0
2742,0
15033,0
2746,0
2748,0
701,0
2750,0
2751,0
2754,0
2756,13
2760,2
13000,0
2762,0
8906,1
2764,4
2765,0
2766,0
6858,0
8915,0
8919,0
6873,0
17115,0
15069,0
15072,0
15073,0
2789,0
8935,0
8936,0
17140,0
6907,0
17151,0
8964,0
8967,0
776,0
17160,0
2830,0
15151,0
818,0
824,0
825,0
826,0
2874,0
15162,0
15163,0
9024,0
15169,0
2882,0
15183,0
2897,0
2898,0
15192,0
859,0
9051,0
861,0
15202,0
7018,0
15212,0
9069,0
15215,0
9075,0
15227,0
9093,0
17288,0
15243,0
5004,0
2962,0
5010,0
15253,0
5024,0
9127,0
5033,0
15282,0
2995,0
5052,0
15299,0
5063,0
15314,0
5076,0
15318,0
5081,0
5082,0
992,0
15330,0
995,0
7140,0
5093,0
