lable,NumberOfDivision
9187,0
5095,0
15336,0
15334,0
5098,0
13290,0
7148,0
17384,0
15345,0
1016,0
7163,0
1024,0
1026,0
1027,0
13315,0
9222,0
3080,2
15368,0
15376,0
3089,1
3094,0
9239,0
12420,0
15386,0
1051,0
11292,0
15391,0
11304,0
5161,0
1069,0
15407,0
9264,0
1076,0
9269,0
11328,0
15424,0
11332,0
1096,0
3145,0
1099,0
11342,0
9294,0
9296,0
9300,0
11349,0
11351,0
1120,0
9319,0
5226,0
15466,0
15467,0
5235,0
15484,0
1152,0
5251,0
15493,0
11398,0
13448,0
15496,0
17546,0
15500,0
11405,0
15501,0
15507,0
1174,0
11415,0
15515,0
1183,0
15521,0
11428,0
15527,0
5294,0
15534,0
15537,0
15538,0
15540,0
7349,0
5304,0
17592,0
15550,0
5311,0
15555,0
11460,0
11463,0
15562,0
5325,0
11472,0
7379,0
3284,0
15575,0
5336,0
5337,0
15579,0
13532,0
15581,0
11489,0
15587,0
13540,0
5350,0
5351,0
15592,1
13545,0
5354,0
11499,0
11502,0
9456,0
15600,0
15604,0
15605,0
17657,0
15610,0
15614,0
17664,0
9473,0
3330,0
15620,0
15621,0
17669,0
11531,0
5388,0
15627,0
17676,0
11536,0
7443,0
15636,0
7447,0
7448,0
15639,0
17693,0
3358,0
3359,0
7467,0
3378,0
1331,0
3387,0
3389,0
11583,0
5440,0
11586,0
3395,0
7491,2
7495,1
11594,0
11595,0
3405,0
17741,0
3407,0
3416,0
3417,0
3427,0
11619,0
11621,0
17768,0
17775,0
11633,0
11634,0
17779,0
11637,0
11639,0
3453,0
11646,0
11647,0
3456,0
11652,0
11660,1
11664,0
11667,0
11669,0
11671,0
11673,0
11677,0
11682,0
1444,0
1445,0
3495,0
17832,0
13737,0
1456,0
5553,0
11698,0
11700,0
1464,0
11704,0
1468,0
11710,0
3519,0
11714,0
11715,0
11718,0
1483,0
3531,0
11726,0
5583,0
11730,0
11731,0
15826,0
3541,0
11735,0
11736,0
3551,0
3557,0
7659,0
17903,0
7665,0
5618,0
15859,0
17910,0
3576,0
3577,0
15864,0
17920,0
3585,0
15876,0
17927,0
11784,0
7695,0
17939,0
1567,0
17957,0
17959,0
1580,0
1604,0
7757,0
17998,0
3663,0
1620,0
18004,0
18007,0
15961,0
1626,0
1628,0
18019,0
1637,0
1640,0
3694,0
11886,0
1649,0
18035,0
18042,0
11905,0
18049,0
13956,0
18058,0
9873,0
16020,0
9879,0
9884,0
3742,0
7854,0
18094,0
18095,0
18101,0
1734,0
14031,0
7892,0
9940,0
9944,0
16090,1
14052,0
16104,0
9971,0
9984,0
7946,0
9995,0
7971,0
1830,0
7975,0
10037,0
1855,0
8016,0
10066,0
12115,0
5979,0
8028,0
8029,3
1888,0
12130,0
8037,0
1899,0
3958,0
1913,0
8059,0
8061,0
8063,0
10114,0
1924,0
1937,0
1938,0
8086,0
6041,0
6043,0
8091,0
10142,0
1951,0
10148,0
10150,0
16298,0
10157,0
1968,0
6072,0
16312,0
10170,0
16324,0
6086,0
6094,0
16336,0
16345,0
10206,0
10212,0
10216,0
6122,0
6133,0
16378,0
10236,0
6142,0
