TimeStep,NumberOfCells
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,4
24,4
25,4
26,4
27,4
28,5
29,5
30,8
31,8
32,8
33,8
34,8
35,10
36,11
37,15
38,16
39,16
40,17
