2	0	0	0
3	1	10	2
4	1	10	2
5	11	18	4
6	11	18	3
7	11	16	3
8	11	16	4
9	17	24	8
10	17	24	7
11	17	21	7
12	17	25	8
13	19	25	6
14	19	24	5
15	19	21	6
16	19	24	5
17	22	31	15
18	22	31	15
19	22	31	11
20	22	33	11
21	25	26	14
22	25	34	9
23	25	34	9
24	25	29	14
25	25	25	10
26	25	31	16
27	25	26	10
28	25	25	16
29	26	28	13
30	26	33	13
31	26	27	12
32	26	30	12
33	27	34	0
34	27	34	27
35	27	32	27
36	28	29	31
37	28	28	31
38	29	29	29
39	29	34	29
40	30	31	24
41	30	34	36
42	30	33	24
43	30	31	36
44	31	31	0
45	31	31	32
46	31	33	32
47	32	34	40
48	32	34	40
49	32	34	17
50	32	32	0
51	32	34	17
52	32	34	19
53	32	34	18
54	32	34	19
55	32	33	43
56	32	32	18
57	32	34	43
58	32	33	43
59	33	34	35
60	33	34	35
61	34	34	42
62	34	34	42
63	34	34	20
64	34	34	20
65	34	34	55
66	34	34	58
67	34	34	58
68	34	34	55
