TimeStep,CellLifeId,Center_X,Center_Y,Orientation,Major_axis,Minor_axis,lable,parent,height,width
1,1,37.514404296875,777.40625,74.0111694335938,28.7054252624512,7.37663555145264,1,0,3.68831777572632,14.3527126312256
1,2,65.5630798339844,592.845825195313,58.5543823242188,30.02001953125,7.59988880157471,2,0,3.79994440078735,15.010009765625
1,3,82.8861999511719,550.193542480469,80.8015747070313,20.3956565856934,7.36657810211182,3,0,3.68328905105591,10.1978282928467
1,4,159.952377319336,246.027862548828,73.9018402099609,18.9587516784668,7.18212461471558,4,0,3.59106230735779,9.4793758392334
1,5,221.542037963867,235.182098388672,-47.4666137695313,19.4981060028076,7.62201118469238,5,0,9.74905300140381,3.81100559234619
1,6,263.267272949219,366.579895019531,52.0384674072266,15.8932199478149,8.31066226959229,6,0,4.15533113479614,7.94660997390747
1,7,337.545776367188,264.487976074219,-67.9581298828125,26.8382587432861,7.15735006332397,7,0,13.4191293716431,3.57867503166199
1,8,635.141784667969,663.398193359375,63.2609710693359,29.865930557251,6.61643266677856,8,0,3.30821633338928,14.9329652786255
1,9,671.957458496094,299.335784912109,56.3840179443359,30.4071826934814,7.0807957649231,9,0,3.54039788246155,15.2035913467407
1,10,675.1123046875,422.0732421875,77.2127380371094,19.9115905761719,7.40709686279297,10,0,3.70354843139648,9.95579528808594
1,11,794.47216796875,499.329956054688,-88.5362854003906,31.0628185272217,6.84693193435669,11,0,3.42346596717834,15.5314092636108
1,12,837.586791992188,497.691558837891,-79.0766448974609,27.1336326599121,6.58905458450317,12,0,3.29452729225159,13.5668163299561
1,13,868.384338378906,290.742797851563,-64.0490112304688,29.9429569244385,7.69672966003418,13,0,14.9714784622192,3.84836483001709
1,14,886.658630371094,565.767272949219,-69.1644439697266,21.4287548065186,6.54039812088013,14,0,10.7143774032593,3.27019906044006
2,1,37.0113525390625,777.940673828125,74.1453094482422,31.6240043640137,7.49789428710938,1,0,3.74894714355469,15.8120021820068
2,2,64.7403259277344,593.34228515625,58.5134887695313,31.3937606811523,7.92528629302979,2,0,3.96264314651489,15.6968803405762
2,3,81.4777450561523,550.57470703125,79.8670654296875,20.0072422027588,7.73259258270264,3,0,3.86629629135132,10.0036211013794
