ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_3,Neighbors_FirstClosestDistance_3,Neighbors_FirstClosestObjectNumber_3,Neighbors_NumberOfNeighbors_3,Neighbors_PercentTouching_3,Neighbors_SecondClosestDistance_3,Neighbors_SecondClosestObjectNumber_3,Number_Object_Number,TrackObjects_Displacement_50,TrackObjects_DistanceTraveled_50,TrackObjects_FinalAge_50,TrackObjects_IntegratedDistance_50,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,TrackObjects_TrajectoryX_50,TrackObjects_TrajectoryY_50
1,1,404,1170,124,93,79,67,100.63613861386139,79.89356435643565,2.5067618652697505,453,0.9839873681097515,22.680140565547774,1,0.3452991452991453,0.398921019924001,54.700532313916476,49.64876634922564,4.47213595499958,2.3924662319803467,2.23606797749979,9.052770527988914,9.749724949788602,-64.51377341023719,112.81118318204308,0.891832229580574,100.63613861386139,79.89356435643565,0,0.0,68.39778345271378,2,0.0,0.0,0.0,0,1,0.0,0.0,nan,0.0,1,1,nan,0.0,0,0.0,0.0
1,2,260,306,72,136,38,127,54.94615384615385,130.7923076923077,1.774462784369861,276,0.9687339451155335,18.19456736586892,1,0.8496732026143791,0.5635508441249814,36.945454552174716,33.13608305156178,5.0,2.355583293475367,2.0,8.0,9.166236785558853,88.43826590726958,76.14213562373095,0.9420289855072463,54.94615384615385,130.7923076923077,0,0.0,68.39778345271378,1,0.0,0.0,0.0,0,2,0.0,0.0,nan,0.0,2,1,nan,0.0,0,0.0,0.0
2,1,442,1500,126,89,76,59,100.50678733031674,74.8552036199095,2.7847223560353735,522,0.9861897896247233,23.722813466638858,1,0.2946666666666667,0.3591022271332307,60.270484926945784,53.71219600798314,5.0,2.3879487821458985,2.23606797749979,10.037407882486859,9.981945754634943,-63.8726614208021,124.36753236814714,0.8467432950191571,100.50678733031674,74.8552036199095,0,0.0,68.70284265956714,2,0.0,0.0,0.0,0,1,5.040020899353783,5.040020899353783,nan,5.040020899353783,1,2,1.0,1.0,1,-0.12935128354465064,-5.038360736526144
2,2,302,333,74,131,37,122,54.8046357615894,126.1523178807947,1.803380730994475,310,0.970154589282174,19.60913925979463,1,0.9069069069069069,0.5545140761532645,39.989180771838626,36.22154055254967,5.0,2.50686448842306,2.0,8.0,9.696867009611788,88.91471389546946,82.72792206135786,0.9741935483870968,54.8046357615894,126.1523178807947,0,0.0,68.70284265956714,1,0.0,0.0,0.0,0,2,4.642147436176847,4.642147436176847,nan,4.642147436176847,2,2,1.0,1.0,2,-0.1415180845644457,-4.639989811513004
3,1,453,1550,125,90,75,59,99.79470198675497,75.34216335540839,2.8837589569233666,540,0.9870174516542551,24.016192740836935,1,0.292258064516129,0.3467696208100843,62.490408265208586,56.43580423808985,4.47213595499958,2.3572225677748126,2.23606797749979,10.169914829046396,10.036774736436739,-63.23603630864719,128.12489168102783,0.8388888888888889,99.79470198675497,75.34216335540839,0,0.0,68.74709045679867,2,0.0,0.0,0.0,0,1,4.628527483940023,0.8626675608324594,nan,5.902688460186242,1,3,0.7841388742027533,2.0,1,-0.7120853435617676,0.4869597354988855
3,2,301,390,74,132,35,122,54.222591362126245,126.81395348837209,1.972868171700043,328,0.9757362778518807,19.576646877473273,1,0.7717948717948718,0.5068762395504047,42.39521627902592,38.118237105091836,4.47213595499958,2.3679184110873224,2.0,8.774319303814002,9.282395193392553,88.12010705919963,86.38477631085024,0.9176829268292683,54.222591362126245,126.81395348837209,0,0.0,68.74709045679867,1,0.0,0.0,0.0,0,2,4.043617791070804,0.881213572387952,nan,5.523361008564799,2,3,0.7320936988910499,2.0,2,-0.5820443994631574,0.661635607577395
4,1,499,1904,129,84,73,50,100.71743486973948,67.81963927855712,3.163884672286341,613,0.9892138552932344,25.206081266687335,1,0.2620798319327731,0.31606714642900136,69.77616442054025,62.433965115151864,4.47213595499958,2.3502528177760706,2.23606797749979,10.768838837509682,10.2207073126407,-62.46059535101177,140.8528137423857,0.8140293637846656,100.71743486973948,67.81963927855712,0,0.0,69.97138449804453,2,0.0,0.0,0.0,0,1,12.074198767100192,7.578905228339245,nan,13.481593688525487,1,4,0.8956061906373011,3.0,1,0.922732882984505,-7.522524076851269
4,2,333,430,76,126,33,116,54.25825825825826,120.14114114114115,2.1931471008804673,377,0.9797031278933721,20.590987552733093,1,0.7744186046511627,0.4559657670014643,47.188318797882815,42.1070065428546,4.47213595499958,2.3559353911935443,2.0,8.856804890823172,9.459084323129694,87.96330777303314,95.79898987322333,0.883289124668435,54.25825825825826,120.14114114114115,0,0.0,69.97138449804453,1,0.0,0.0,0.0,0,2,10.673356980844192,6.6729076682385955,nan,12.196268676803395,2,4,0.8751329823640492,3.0,2,0.0356668961320139,-6.672812347230945
5,1,520,2146,130,84,72,47,100.84038461538462,66.55961538461538,3.322132070831271,658,0.9901362363338504,25.731003930322746,1,0.2423112767940354,0.30101151269093823,73.62352632921869,65.86349520030045,4.47213595499958,2.330901035710263,2.23606797749979,11.128193969864466,10.315240254193313,-61.80871626421919,147.33809511662426,0.790273556231003,100.84038461538462,66.55961538461538,0,0.0,70.50823403286014,2,0.0,0.0,0.0,0,1,13.33551317393691,1.2660082358572153,nan,14.747601924382703,1,5,0.904249602227794,4.0,1,0.12294974564514405,-1.2600238939417352
5,2,345,450,77,125,32,115,54.0231884057971,119.28115942028985,2.2704397726294947,389,0.9811032364007065,20.958712816717327,1,0.7666666666666667,0.44044330620664585,49.3136690673487,44.10215414239989,4.47213595499958,2.35061533740724,2.0,8.844424979104588,9.541454532994406,88.18393603407164,99.21320343559644,0.8868894601542416,54.0231884057971,119.28115942028985,0,0.0,70.50823403286014,1,0.0,0.0,0.0,0,2,11.548090740225089,0.8915303672531099,nan,13.087799044056505,2,5,0.8823554442845273,4.0,2,-0.23506985246115875,-0.8599817208512945
6,1,559,2583,133,83,70,42,101.42397137745975,63.372093023255815,3.7278707406144402,726,0.991748214320849,26.678472698169138,1,0.21641502129307008,0.2682496442554166,81.23861752432975,72.71863585079137,4.47213595499958,2.2855102197279176,2.23606797749979,11.31397029039546,10.41486661590208,-60.68509570238163,161.82337649086287,0.7699724517906336,101.42397137745975,63.372093023255815,0,0.0,72.56465911293493,2,0.0,0.0,0.0,0,1,16.540244722387936,3.2405049472322394,nan,17.988106871614942,1,6,0.9195100318471134,5.0,1,0.5835867620751287,-3.1875223613595693
6,2,351,588,78,124,29,112,52.55840455840456,117.01709401709402,2.769613018739659,457,0.982534805479041,21.14017691983778,1,0.5969387755102041,0.36106127218273276,53.73652572745412,48.16637831516918,4.0,2.1874758936242746,2.0,10.262131367614895,9.999233452369053,-88.80757082248789,110.52691193458118,0.7680525164113785,52.55840455840456,117.01709401709402,0,0.0,72.56465911293493,1,0.0,0.0,0.0,0,2,13.980624394458967,2.6965874488935793,nan,15.784386492950084,2,6,0.8857249156122257,5.0,2,-1.464783847392539,-2.264065403195829
7,1,611,2904,135,85,69,41,101.810147299509,63.757774140752865,3.803687367508963,795,0.9919107891093478,27.891743614073043,1,0.21039944903581267,0.2629027844249199,85.88972846894967,77.38862965578342,4.47213595499958,2.3493446318861344,2.23606797749979,11.736353927644586,10.902579211812812,-60.15299737858176,170.89444430272832,0.7685534591194969,101.810147299509,63.757774140752865,0,0.0,73.75724298829431,2,0.0,0.0,0.0,0,1,16.178443135187646,0.5457854589161935,nan,18.533892330531135,1,7,0.87291125073262,6.0,1,0.38617592204924733,0.38568111749705025
7,2,393,700,78,127,28,113,51.969465648854964,118.12722646310432,2.655905920200103,523,0.9797880829908531,22.36924542940416,1,0.5614285714285714,0.3765193610188788,55.831619133717126,49.49747468305833,4.123105625617661,2.3195910323561804,2.0,11.73831301743609,11.168460916512876,-86.99610915145193,114.5269119345812,0.751434034416826,51.969465648854964,118.12722646310432,0,0.0,73.75724298829431,1,0.0,0.0,0.0,0,2,13.010186592292145,1.2566793890512704,nan,17.041065882001355,2,7,0.7634608470138834,6.0,2,-0.5889389095495972,1.1101324460102973
8,1,354,1248,138,65,99,33,119.18361581920904,49.40395480225989,2.468073762664703,417,0.9829706922624977,21.23032733700184,1,0.28365384615384615,0.405174276039599,51.48118826219889,45.60701700396552,4.242640687119285,2.2754715457875982,2.23606797749979,9.6927422223641,9.46030649969198,-50.46959567638685,104.78174593052023,0.8489208633093526,119.18361581920904,49.40395480225989,0,14.257395316978617,42.29004220009244,2,1.0,10.94890510948905,94.30592823945616,3,1,35.687885920140694,22.535960995863995,nan,41.06985332639513,1,8,0.8689557675435985,7.0,1,17.37346851970004,-14.353819338492976
8,2,325,897,103,83,64,60,82.42461538461538,70.31384615384616,2.2557616412092836,375,0.9764948385934398,20.342144725641095,1,0.36231884057971014,0.443309249404522,45.24690406791658,41.23105625617661,4.47213595499958,2.306756025125962,2.23606797749979,9.549725006848208,9.752553242815981,-60.91173064328251,95.98275605729688,0.8666666666666667,82.42461538461538,70.31384615384616,0,154.68973718782797,42.29004220009244,1,1.0,11.666666666666666,54.32616831585438,3,2,20.5774288765723,20.464137603725796,nan,38.998029934256934,1,8,0.5276530355831263,7.0,1,-19.38553191489362,6.556072013093292
8,3,445,840,80,124,24,109,51.220224719101125,114.78426966292135,2.9494347241749845,637,0.9792614885633609,23.803184606416586,1,0.5297619047619048,0.3390480188639265,62.29677886391502,55.326304774492215,4.47213595499958,2.322708270384292,2.0,13.099440092587912,12.621354612924188,-87.36480388487541,128.42640687119285,0.6985871271585558,51.220224719101125,114.78426966292135,0,11.052867495193334,54.32616831585438,2,0.0,0.0,94.30592823945616,1,3,16.435931047862777,3.4258899776128233,nan,20.466955859614178,2,8,0.8030471732386201,7.0,2,-0.7492409297538387,-3.342956800182975
9,1,366,1353,139,66,98,33,118.27049180327869,49.86338797814208,2.66010754003848,434,0.9860577635137932,21.587164551489145,1,0.270509977827051,0.3759246515219961,55.07900518033371,49.20365840057018,4.242640687119285,2.221598488528431,2.23606797749979,9.370425713316365,9.165332983005182,-50.341072649559806,110.61017305526642,0.8433179723502304,118.27049180327869,49.86338797814208,0,14.387698011532194,43.51736423495044,2,1.0,9.027777777777779,94.08496643030878,3,1,34.82501838794249,1.0221909369437616,nan,42.09204426333889,1,9,0.8273539334432898,8.0,1,-0.9131240159303502,0.45943317588218946
9,2,316,912,101,85,63,61,80.47151898734177,71.42721518987342,2.291776234952651,373,0.9759448598874465,20.0585068271871,1,0.34649122807017546,0.43634277411060607,44.534295733148696,40.311288741492746,4.47213595499958,2.285648511469777,2.23606797749979,9.809987209808368,9.709255835630644,-59.33340346461111,95.39696961967,0.8471849865951743,80.47151898734177,71.42721518987342,0,153.8503404755283,43.51736423495044,1,1.0,10.92436974789916,53.04627345190815,3,2,21.869864034610945,2.2481494940122295,nan,41.246179428269166,1,9,0.5302276316924,8.0,2,-1.9530963972736117,1.1133690360272652
9,3,438,928,81,125,23,109,50.69634703196347,115.32876712328768,3.181308239596183,645,0.9806332708384845,23.615226456547084,1,0.47198275862068967,0.31433609216280606,64.12252491865208,57.21887800367987,4.123105625617661,2.2410347086803735,2.0,13.421887304828983,12.55858732029279,-87.54176433198027,132.3259018078045,0.6790697674418604,50.69634703196347,115.32876712328768,0,11.761961512939523,53.04627345190815,2,0.0,0.0,94.08496643030878,1,3,16.036893243008983,0.7555960001390176,nan,21.222551859753196,2,9,0.7556533893278695,8.0,3,-0.5238776871376558,0.5444974603663297
10,1,794,5074,143,88,57,29,99.70780856423174,59.97229219143577,4.894029162194541,1117,0.9947680991791197,31.79547449747714,1,0.15648403626330312,0.20433061734180352,114.56194982241507,101.24228365658294,4.47213595499958,2.3331530770134425,2.23606797749979,12.994790030135878,11.703516050815916,-57.98789756027875,220.97770542341357,0.7108325872873769,99.70780856423174,59.97229219143577,0,0.0,74.86128487798395,2,0.0,0.0,0.0,0,1,19.94289049644119,21.13677254045048,nan,63.22881680378937,1,10,0.31540825061344485,9.0,1,-18.562683239046947,10.108904213293691
10,2,497,1134,83,127,20,109,50.00804828973843,115.95573440643864,3.45105614410058,774,0.9790109285856922,25.15551736167189,1,0.4382716049382716,0.2897663666554523,70.37135267278619,62.289646009589745,4.123105625617661,2.2652554468019535,2.0,15.047637545207703,14.342227527412517,-87.25770276536063,146.8111831820431,0.6421188630490956,50.00804828973843,115.95573440643864,0,0.0,74.86128487798395,1,0.0,0.0,0.0,0,2,15.63677694901556,0.9310441088854301,nan,22.153595968638626,2,10,0.7058347083313926,9.0,3,-0.6882987422250366,0.626967283150961
11,1,441,1824,144,68,96,30,119.87981859410431,48.569160997732425,2.937120412841654,531,0.9886892916900204,23.695962509005764,1,0.24177631578947367,0.3404695277823164,63.58654742425235,56.4003546088143,4.242640687119285,2.3055690259811845,2.23606797749979,9.682773237093576,9.536601019281607,-50.408579232458635,127.58073580374358,0.8305084745762712,119.87981859410431,48.569160997732425,0,13.443278544519565,52.02715696227176,2,1.0,8.433734939759036,97.91199513774166,3,1,36.763262436306434,23.171995806707926,nan,86.4008126104973,1,11,0.4254967207546827,10.0,1,20.172010029872567,-11.403131193703345
11,2,401,1334,100,91,54,62,75.2219451371571,75.26184538653366,2.630172499260875,484,0.9836430579052627,22.595775212167435,1,0.30059970014992504,0.3802031997068701,55.797638696390926,50.08991914547278,4.47213595499958,2.3342931963994498,2.23606797749979,10.384122755276637,10.050753964103766,-57.613663703125816,115.12489168102786,0.8285123966942148,75.2219451371571,75.26184538653366,0,152.21561757166882,48.83204391590041,3,1.0,9.655172413793103,52.02715696227176,1,2,25.832809577889673,28.8674201250316,nan,92.09623692882097,1,11,0.2804979925276996,10.0,1,-24.485863427074634,15.289553195097895
