CellLifeId,birthLength,AverageLength,AverageVelocity,LifeHistory,GrowthRate
1.0,18.7759437561035,17.056281979878733,-0.03,15.0,-0.012
2.0,36.4968147277832,36.67027282714845,0.136,2.0,0.003
3.0,45.9315299987793,45.9315299987793,0.0,1.0,0.0
4.0,22.4091930389404,25.458109738875418,0.102,49.0,-0.005
5.0,30.1759433746338,31.004802474975588,-0.016,25.0,0.008
6.0,40.9079475402832,42.31110551622177,0.164,9.0,0.002
7.0,22.9433937072754,26.133205890655518,-0.021,24.0,0.011
8.0,17.7408390045166,17.810225259690053,-0.297,21.0,-0.002
9.0,19.2389354705811,19.287645551893448,0.042,63.0,-0.003
10.0,25.3204154968262,23.129740753952348,-0.041,49.0,-0.007
11.0,20.4772186279297,20.164577659116976,0.09,109.0,-0.003
12.0,50.2661018371582,49.3690773010254,0.73,5.0,-0.005
13.0,36.4656791687012,39.495837347848074,0.167,14.0,0.004
14.0,35.4081840515137,20.600487618219287,-0.023,63.0,-0.01
15.0,18.6000270843506,18.132204958370757,-0.017,112.0,0.0
16.0,21.6670017242432,21.86938505394514,0.09,86.0,-0.003
17.0,22.6536026000977,28.036617425771855,0.066,13.0,0.022
18.0,32.5548324584961,20.12553159202018,0.201,41.0,-0.014
19.0,26.4644374847412,21.33455617087227,0.065,7.0,-0.06
20.0,32.7128601074219,24.822274112701418,-0.388,20.0,-0.03
21.0,19.0640392303467,23.502157155205218,-0.169,34.0,-0.007
22.0,14.1285257339478,14.1285257339478,0.0,1.0,0.0
23.0,19.5666522979736,19.336891501697142,-0.116,67.0,-0.004
24.0,18.759593963623,17.029055690765382,0.492,10.0,-0.022
25.0,41.724723815918,41.2944393157959,0.249,2.0,-0.007
26.0,25.0389862060547,25.302752716200697,-0.009,112.0,-0.002
27.0,19.9136486053467,30.007086551550668,0.088,33.0,0.018
28.0,18.5674495697021,20.3964515892235,-0.245,37.0,-0.002
29.0,22.0394611358643,19.672763684900797,0.558,41.0,-0.009
30.0,15.1677360534668,15.960618155343186,0.527,7.0,0.002
31.0,18.0615196228027,17.67245597224083,0.158,31.0,-0.004
32.0,31.0347518920898,29.09529666900636,0.002,90.0,-0.004
33.0,19.7186756134033,21.484283146105298,-0.1,19.0,-0.006
34.0,21.0145492553711,17.93205724159876,0.169,48.0,-0.006
35.0,16.3786201477051,14.330325717017761,-0.133,21.0,-0.004
