ImageNumber,ObjectNumber,Children_FilterObjects_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,1,96.99342105263158,137.32894736842104,0,1
1,2,1,90.69540229885058,151.39080459770116,0,2
2,1,1,98.31638418079096,136.14124293785312,0,1
2,2,1,94.57352941176471,148.92156862745097,0,2
3,1,1,98.6054054054054,135.67027027027027,0,1
3,2,1,96.24766355140187,147.79439252336448,0,2
4,1,1,101.30890052356021,135.33507853403142,0,1
4,2,1,100.00431034482759,146.83620689655172,0,2
5,1,1,103.38068181818181,135.1931818181818,0,1
5,2,1,102.5909090909091,146.20247933884298,0,2
6,1,1,106.5,134.5,0,1
6,2,1,106.42857142857143,145.27027027027026,0,2
7,1,1,103.075,132.865,0,1
7,2,1,104.61386138613861,142.47524752475246,0,2
8,1,1,103.44444444444444,131.72946859903382,0,1
8,2,1,105.5476923076923,141.16307692307691,0,2
9,1,1,105.74056603773585,132.94811320754718,0,1
9,2,1,108.74220963172804,141.73654390934846,0,2
10,1,1,107.47787610619469,133.56637168141592,0,1
10,2,1,111.23834196891191,141.97927461139898,0,2
11,1,1,108.8348623853211,133.73853211009174,0,1
11,2,1,123.1,133.8190476190476,0,2
11,3,1,102.80193236714976,149.2753623188406,0,3
12,1,1,125.1056338028169,130.65845070422534,0,1
12,2,1,107.99159663865547,132.71428571428572,0,2
12,3,1,100.69565217391305,147.58333333333334,0,3
13,1,1,124.60383386581469,131.81469648562302,0,1
13,2,1,108.24180327868852,131.60655737704917,0,2
13,3,1,100.8951048951049,146.75174825174824,0,3
14,1,1,128.11527377521614,131.2593659942363,0,1
14,2,1,110.90551181102362,130.51574803149606,0,2
14,3,1,104.18461538461538,145.51076923076923,0,3
15,1,1,134.62702702702703,122.16756756756757,0,1
15,2,1,111.4054054054054,130.83397683397683,0,2
15,3,1,109.01729106628243,143.06628242074927,0,3
15,4,1,123.68983957219251,143.3957219251337,0,4
16,1,1,135.75247524752476,122.24257425742574,0,1
