TimeStep,CellId,x_center,y_center,Orientation,MajorAxisLength,lable,parent
1,1,-1.47804963588715,146.5888671875,-77.8006896972656,24.5123729705811,1,0
1,2,238.591903686523,1020.82342529297,79.416748046875,47.0448150634766,2,0
1,3,57.6092185974121,136.468276977539,88.0322570800781,48.5844535827637,3,0
1,4,18.6723136901855,157.792053222656,-82.82666015625,24.3360443115234,4,0
1,5,495.063018798828,777.474792480469,61.0543670654297,22.7610492706299,5,0
1,6,-58.8703193664551,887.799011230469,-81.6441040039063,20.2554607391357,6,0
1,7,-115.902145385742,370.614685058594,-61.8621215820313,43.6357917785645,7,0
1,8,-106.91667175293,293.209930419922,-56.1253509521484,20.6115818023682,8,0
1,9,271.254638671875,607.143371582031,72.9567260742188,20.6567935943604,9,0
1,10,332.783142089844,596.643371582031,67.1888885498047,22.6793022155762,10,0
1,11,-66.4223022460938,892.203430175781,-80.6862335205078,23.6138343811035,11,0
1,12,-111.920539855957,296.523742675781,-53.9912109375,19.730598449707,12,0
1,13,-40.302490234375,634.025390625,-78.0050354003906,26.8413028717041,13,0
1,14,133.965118408203,166.205215454102,77.3980712890625,23.0773239135742,14,0
1,15,309.075073242188,197.173126220703,47.3880615234375,29.4294033050537,15,0
1,16,-359.779388427734,568.654663085938,-48.3524627685547,38.6644058227539,16,0
1,17,297.797149658203,275.131225585938,59.4596252441406,38.2216911315918,17,0
1,18,287.529510498047,216.004501342773,54.9817504882813,29.7477512359619,18,0
1,19,-216.819427490234,942.465393066406,-70.3242340087891,18.2449970245361,19,0
1,20,150.060897827148,12.4732503890991,63.0384521484375,24.7787914276123,20,0
1,21,-248.890258789063,742.535583496094,-61.8024749755859,26.4714412689209,21,0
1,22,536.229370117188,541.932922363281,55.5744934082031,24.643835067749,22,0
1,23,594.081359863281,471.878234863281,49.0121154785156,10.4759931564331,23,0
1,24,446.530578613281,630.060974121094,64.9535522460938,12.9983501434326,24,0
1,25,-58.2318687438965,505.490905761719,-66.2115173339844,32.9433364868164,25,0
1,26,504.594879150391,581.288024902344,60.3905944824219,31.252613067627,26,0
1,27,149.592544555664,-45.2246284484863,62.4042663574219,19.2563571929932,27,0
1,28,184.136093139648,15.6526498794556,81.5290985107422,53.2646446228027,28,0
1,29,176.347610473633,37.0251617431641,-86.4243469238281,34.7141189575195,29,0
1,30,292.060211181641,443.679321289063,77.4780578613281,44.1449737548828,30,0
1,31,386.226409912109,697.105590820313,76.1300506591797,23.0035190582275,31,0
1,32,117.383918762207,782.191040039063,-84.8064575195313,22.401237487793,32,0
1,33,489.317718505859,324.788116455078,53.7496490478516,20.8217353820801,33,0
1,34,-234.584014892578,520.033752441406,-46.5720977783203,20.6179008483887,34,0
1,35,240.438995361328,79.6660232543945,67.1092071533203,44.5330352783203,35,0
1,36,189.83235168457,-46.3381805419922,65.8250579833984,18.685245513916,36,0
1,37,118.302459716797,355.599182128906,-78.0048370361328,28.6261692047119,37,0
1,38,305.978607177734,662.461242675781,81.3292999267578,22.2598838806152,38,0
1,39,47.8926277160645,712.00390625,-78.1454010009766,22.705135345459,39,0
1,40,126.988243103027,503.331665039063,-76.0396423339844,42.671760559082,40,0
1,41,-5.55138111114502,510.193420410156,-65.2159271240234,38.0862159729004,41,0
1,42,195.075347900391,-75.5215606689453,59.2394104003906,34.5690231323242,42,0
1,43,244.825607299805,331.098236083984,86.4878997802734,34.293514251709,43,0
1,44,242.577758789063,28.5473861694336,74.0758666992188,21.4220180511475,44,0
1,45,233.363998413086,70.8086624145508,79.8465881347656,15.1823034286499,45,0
1,46,587.979125976563,316.336395263672,47.6405334472656,21.8980617523193,46,0
1,47,275.459747314453,628.065368652344,84.9271392822266,23.6759872436523,47,0
1,48,343.62744140625,588.728332519531,79.1884613037109,39.1504364013672,48,0
1,49,140.250640869141,602.371337890625,-79.0175323486328,53.5746383666992,49,0
1,50,201.610443115234,170.24365234375,-71.8953704833984,31.4166851043701,50,0
1,51,419.699493408203,233.315246582031,62.0063934326172,37.3869018554688,51,0
1,52,307.898620605469,513.269958496094,86.4929046630859,32.4637985229492,52,0
1,53,466.105590820313,390.67724609375,67.2048797607422,20.4517097473145,53,0
1,54,495.177734375,370.981079101563,65.6108703613281,28.0750198364258,54,0
1,55,461.541961669922,419.096069335938,70.5567321777344,18.236307144165,55,0
1,56,495.689147949219,190.375305175781,55.6600189208984,17.4203128814697,56,0
1,57,523.375122070313,118.302673339844,48.4262542724609,38.2990074157715,57,0
1,58,-56.3145294189453,541.329467773438,-49.821044921875,16.9430923461914,58,0
1,59,481.735870361328,55.2629089355469,50.4399108886719,24.6296710968018,59,0
1,60,346.597869873047,307.067443847656,84.3849792480469,28.5942058563232,60,0
1,61,60.4670143127441,553.086853027344,-61.1732482910156,14.3375625610352,61,0
1,62,190.572082519531,297.699554443359,-54.0726165771484,35.3717842102051,62,0
1,63,441.198364257813,220.950988769531,70.0762786865234,21.2830867767334,63,0
1,64,-359.442932128906,1023.57611083984,-51.8907165527344,35.8457450866699,64,0
1,65,588.195434570313,452.992004394531,67.1650085449219,21.735969543457,65,0
1,66,155.504867553711,715.584045410156,-73.9405822753906,22.1466960906982,66,0
1,67,621.144836425781,340.89599609375,58.6665344238281,35.392017364502,67,0
1,68,325.748504638672,-139.041015625,59.1277465820313,21.6920833587646,68,0
1,69,152.17985534668,628.308837890625,-69.3620452880859,44.7922744750977,69,0
1,70,194.809997558594,653.725158691406,-74.5430603027344,37.966007232666,70,0
1,71,755.430969238281,381.199493408203,51.7690734863281,26.2205276489258,71,0
1,72,306.129943847656,-204.601257324219,48.4421081542969,22.2362518310547,72,0
1,73,-7.56697273254395,868.931640625,-64.2028198242188,25.4362850189209,73,0
1,74,393.306396484375,134.118942260742,-82.6714477539063,19.7082843780518,74,0
1,75,386.172607421875,-77.759391784668,66.4608612060547,24.8676357269287,75,0
1,76,-5.65470170974731,841.161804199219,-60.2878265380859,27.3956699371338,76,0
1,77,397.757720947266,732.6044921875,89.2750091552734,27.584400177002,77,0
1,78,380.579803466797,94.9209594726563,-86.4299468994141,20.089391708374,78,0
1,79,617.552307128906,159.739959716797,54.1833190917969,25.4594879150391,79,0
