TimeStep,CellLifeId,lable,Orientation,Center_X,Center_Y,Major_axis,Minor_axis,width,height
1,1,1,90,513.5,206.5,11,7,7,11
1,2,2,63.4349517822266,530.800048828125,208.600021362305,7.15541696548462,5.36656284332275,5.36656284332275,7.15541696548462
1,3,3,45,220.750015258789,233.250015258789,9.89949512481689,3.5355339050293,9.89949512481689,3.5355339050293
1,4,4,18.4349479675293,732.700073242188,299.900024414063,12.6491098403931,5.05964422225952,12.6491098403931,5.05964422225952
1,5,5,90,673.5,420.5,15,5,5,15
1,6,6,90,349,547,12,6,6,12
1,7,7,90,81.5,549.5,17,5,5,17
1,8,8,14.036244392395,59.970588684082,588.61767578125,12.8543872833252,5.57831859588623,12.8543872833252,5.57831859588623
1,9,9,13.2405185699463,36.5786895751953,776.16552734375,23.991870880127,5.55420398712158,23.991870880127,5.55420398712158
2,1,1,14.036244392395,512.911865234375,207.352996826172,13.096923828125,6.5484619140625,13.096923828125,6.5484619140625
2,5,5,9.46232223510742,671.945922851563,420.824310302734,14.3027114868164,4.93196964263916,14.3027114868164,4.93196964263916
2,6,6,90,348.5,547,13,6,6,13
2,8,8,30.4655437469482,64.0771331787109,592.368957519531,25.5538139343262,6.13494396209717,25.5538139343262,6.13494396209717
2,9,9,12.5288076400757,36.1176528930664,776.470458984375,25.1639347076416,6.07405281066895,25.1639347076416,6.07405281066895
2,10,10,90,531,209,8,6,6,8
2,11,11,90,261.5,365,7,6,6,7
2,12,12,21.8014106750488,143.03450012207,509.913787841797,11.513111114502,4.64238357543945,11.513111114502,4.64238357543945
2,13,13,18.4349498748779,626.600036621094,659.700012207031,9.80305862426758,4.74341583251953,9.80305862426758,4.74341583251953
3,1,1,14.036244392395,512.411804199219,208.352966308594,12.1267805099487,6.30592632293701,12.1267805099487,6.30592632293701
3,5,5,90,672,422,14,4,4,14
3,6,6,11.3099327087402,347.442291259766,547.788513183594,11.7669677734375,5.29513597488403,11.7669677734375,5.29513597488403
3,8,8,29.3577556610107,62.6008758544922,592.431762695313,25.5480575561523,6.91813087463379,25.5480575561523,6.91813087463379
3,9,9,16.3895416259766,34.8885536193848,777.378967285156,25.2821025848389,6.43339252471924,25.2821025848389,6.43339252471924
3,11,11,90,260,365.5,6,5,5,6
3,12,12,26.5650501251221,141.699996948242,510.600067138672,10.7331256866455,4.91934967041016,10.7331256866455,4.91934967041016
3,13,13,18.4349498748779,626.75,660.75,9.48683071136475,4.74341583251953,9.48683071136475,4.74341583251953
4,1,1,26.5650501251221,510.300018310547,209.400009155273,12.5219802856445,5.81377649307251,12.5219802856445,5.81377649307251
4,6,6,18.4349479675293,346.25,549.25,13.9140205383301,6.00832748413086,13.9140205383301,6.00832748413086
4,8,8,26.5650501251221,57.7999992370605,591.400024414063,16.9941158294678,6.26099014282227,16.9941158294678,6.26099014282227
4,9,9,14.036244392395,34.8235244750977,778.705993652344,25.223705291748,6.30592632293701,25.223705291748,6.30592632293701
4,12,12,18.4349498748779,141.299987792969,512.100036621094,10.7517433166504,4.4271879196167,10.7517433166504,4.4271879196167
4,13,13,26.5650501251221,625.100036621094,661.800048828125,9.83869934082031,4.91934967041016,9.83869934082031,4.91934967041016
4,14,14,45,218.500030517578,237.500030517578,14.1421356201172,5.65685367584229,14.1421356201172,5.65685367584229
4,15,15,45,260.750030517578,368.250030517578,11.3137073516846,6.36396026611328,11.3137073516846,6.36396026611328
4,16,16,4.76364183425903,671.520751953125,423.251770019531,15.3634157180786,5.56404733657837,15.3634157180786,5.56404733657837
4,17,17,90,493,840,16,4,4,16
5,1,1,90,509.5,210.5,11,7,7,11
5,6,6,11.3099327087402,345.038482666016,550.307678222656,14.7087097167969,6.07959985733032,14.7087097167969,6.07959985733032
5,8,8,30.9637546539307,58.4264945983887,593.955871582031,16.8068599700928,6.3454475402832,16.8068599700928,6.3454475402832
5,9,9,90,26.5,778,11,6,6,11
5,13,13,14.036244392395,623.470581054688,663.117614746094,11.6417093276978,5.3357834815979,11.6417093276978,5.3357834815979
5,16,16,90,670,424.5,14,5,5,14
5,18,18,9.46232223510742,154.405426025391,248.567565917969,11.5079288482666,4.60317182540894,11.5079288482666,4.60317182540894
5,19,19,11.3099327087402,729.884582519531,304.076965332031,10.7863874435425,4.90290355682373,10.7863874435425,4.90290355682373
5,20,20,90,781.5,503,9,4,4,9
5,21,21,18.4349479675293,139.349990844727,512.950073242188,12.0166549682617,4.74341583251953,12.0166549682617,4.74341583251953
6,1,1,26.5650501251221,509.600067138672,213.300033569336,12.9691944122314,6.26099014282227,12.9691944122314,6.26099014282227
6,6,6,18.4349498748779,343.949981689453,552.650024414063,14.8627033233643,6.32455492019653,14.8627033233643,6.32455492019653
6,8,8,31.6075019836426,60.3605155944824,597.914123535156,25.5497512817383,6.55121850967407,25.5497512817383,6.55121850967407
6,9,9,15.2551202774048,28.7076969146729,781.238464355469,16.5763931274414,5.87628793716431,16.5763931274414,5.87628793716431
6,13,13,90,623.5,665.5,9,5,5,9
6,16,16,90,670,427,16,6,6,16
6,19,19,9.46232223510742,728.067504882813,305.594543457031,10.8503332138062,5.09636878967285,10.8503332138062,5.09636878967285
6,21,21,18.4349479675293,139.399978637695,515.800048828125,12.0166549682617,5.05964422225952,12.0166549682617,5.05964422225952
6,22,22,45,218.000015258789,241.000015258789,9.89949417114258,4.24264049530029,9.89949417114258,4.24264049530029
6,23,23,18.4349479675293,259.399993896484,371.800018310547,12.6491107940674,6.32455492019653,12.6491107940674,6.32455492019653
6,24,24,45,409.750091552734,436.750030517578,7.77817440032959,5.65685367584229,7.77817440032959,5.65685367584229
6,25,25,90,826.5,504,9,4,4,9
7,1,1,90,508,214.5,12,7,7,12
7,6,6,11.3099327087402,343.557708740234,554.211547851563,13.7281293869019,6.07959985733032,13.7281293869019,6.07959985733032
7,8,8,90,54.5,596,13,6,6,13
7,9,9,14.036244392395,24.5294075012207,781.882446289063,12.1267805099487,6.30592632293701,12.1267805099487,6.30592632293701
7,13,13,26.5650501251221,622.500061035156,667,11.6275539398193,4.91934967041016,11.6275539398193,4.91934967041016
7,16,16,8.13010215759277,669.389953613281,428.769958496094,17.3948287963867,5.37401151657104,17.3948287963867,5.37401151657104
