CellId,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength
1,-0.0057379063218832,11,37,-0.0713594481348991,12.9638566970825
2,NaN,7.15541696548462,1,NaN,NaN
3,NaN,9.89949512481689,1,NaN,NaN
4,NaN,12.6491098403931,1,NaN,NaN
5,-0.0153317451477051,15,3,-0.105617947876453,14.4342374801636
6,-0.00504080438986421,12,19,0.111516587436199,14.4117546081543
7,NaN,17,1,NaN,NaN
8,-0.0032751674298197,12.8543872833252,14,0.365865081548691,16.0083961486816
9,-0.0710746422410011,23.991870880127,13,0.22111003100872,15.3824148178101
10,NaN,8,1,NaN,NaN
11,-0.0513835735619068,7,2,-0.15486653149128,6.5
12,-0.0152041120454669,11.513111114502,3,0.364732533693314,10.9993257522583
13,0.00514475489035249,9.80305862426758,11,0.0697909295558929,10.8698329925537
14,NaN,14.1421356201172,1,NaN,NaN
15,NaN,11.3137073516846,1,NaN,NaN
16,-0.00319185247644782,15.3634157180786,5,0.363899737596512,15.5516481399536
17,NaN,16,1,NaN,NaN
18,NaN,11.5079288482666,1,NaN,NaN
19,-0.0548592805862427,10.7863874435425,4,0.17567951977253,10.3811597824097
20,NaN,9,1,NaN,NaN
21,0.00686534261330962,12.0166549682617,4,0.698486328125,12.1563720703125
22,NaN,9.89949417114258,1,NaN,NaN
23,-0.0348572731018066,12.6491107940674,4,0.00078328448580578,11.6451454162598
24,NaN,7.77817440032959,1,NaN,NaN
25,NaN,9,1,NaN,NaN
26,-0.00746752414852381,14.2089462280273,5,-0.0499796532094479,14.3475780487061
27,-0.185251235961914,15.6892910003662,2,0.782572448253632,12.3446455001831
28,NaN,9,1,NaN,NaN
29,-0.106151260435581,11,2,-0.0548909492790699,9.5
30,NaN,10,1,NaN,NaN
31,-0.13469685614109,11,3,0.163153752684593,7.33333349227905
32,NaN,10.4614133834839,1,NaN,NaN
33,0.0261740162968636,8,3,0.0890028178691864,9.03976154327393
34,-0.112157426774502,9.89949512481689,2,0.331298828125,8.48528099060059
35,NaN,10.7331266403198,1,NaN,NaN
36,NaN,13.416407585144,1,NaN,NaN
37,0.000952059286646545,18.4420680999756,168,-0.161742925643921,23.6534538269043
38,NaN,7,1,NaN,NaN
39,NaN,13.4164066314697,1,NaN,NaN
40,NaN,11,1,NaN,NaN
41,-0.0274615883827209,15.2935991287231,8,0.432624816894531,14.7805309295654
42,NaN,10.5393037796021,1,NaN,NaN
43,NaN,8.04984474182129,1,NaN,NaN
44,NaN,11,1,NaN,NaN
45,-0.0607738494873047,12,2,-0.279622405767441,11
46,NaN,9.98460388183594,1,NaN,NaN
47,-0.00151798024307936,13.4164066314697,49,0.0205825492739677,21.2403144836426
48,0,12.0166549682617,2,-0.0648193359375,12.0166549682617
49,-0.0241390857845545,10.5393037796021,2,0.10325113683939,10.1711807250977
50,0.00714667653664947,26.0608367919922,2,-0.0861612930893898,26.3432235717773
51,-0.0215127468109131,11.3137073516846,2,-0.0963134765625,10.9601545333862
52,0.0190528240054846,9.42990303039551,2,0.17002360522747,9.70725345611572
53,NaN,14.1448564529419,1,NaN,NaN
54,-0.0141481589525938,13.0338926315308,23,0.0399054922163486,15.5472574234009
55,NaN,9,1,NaN,NaN
56,-0.0447866432368755,19.3979606628418,5,0.0340983085334301,18.2259826660156
57,-0.0215811729431152,17.195707321167,20,0.042144775390625,19.8011894226074
58,NaN,11.3137073516846,1,NaN,NaN
59,-0.0111387213692069,10.4290313720703,44,0.0481058768928051,17.9064559936523
60,0.0180926714092493,11.6723279953003,4,-0.02081298828125,12.2628564834595
61,NaN,9,1,NaN,NaN
62,NaN,11.3747367858887,1,NaN,NaN
63,NaN,9,1,NaN,NaN
64,NaN,8.59785270690918,1,NaN,NaN
65,0.00714850425720215,13.2815656661987,4,0.332041412591934,14.1477937698364
66,-0.00888695660978556,28.2857761383057,78,0.0299620013684034,23.8512287139893
67,0.0226252879947424,13.3768892288208,2,0.08575439453125,13.8466358184814
68,NaN,8.48528099060059,1,NaN,NaN
69,NaN,9.89949703216553,1,NaN,NaN
70,NaN,11.3747367858887,1,NaN,NaN
71,-0.0699048042297363,10.6066017150879,2,-0.11362711340189,9.60330104827881
72,NaN,6,1,NaN,NaN
73,0.0513835735619068,13.2815656661987,2,0.469482421875,14.3883628845215
74,NaN,7,1,NaN,NaN
75,NaN,7.76580333709717,1,NaN,NaN
76,NaN,6.3639612197876,1,NaN,NaN
77,-0.0126943839713931,19.2078399658203,19,-0.205434694886208,21.8607501983643
78,-0.00109354651067406,14.4249792098999,13,-0.0124996872618794,18.4341659545898
79,NaN,10.7141227722168,1,NaN,NaN
80,-0.00534643325954676,16.9705619812012,93,-0.0530480816960335,22.5364112854004
81,NaN,14.3108339309692,1,NaN,NaN
82,NaN,12,1,NaN,NaN
83,-0.0266861226409674,16.0996894836426,16,-0.169645950198174,16.257396697998
84,NaN,10.4355163574219,1,NaN,NaN
85,-0.0431458167731762,12.0208148956299,3,0.274115681648254,10.842303276062
86,NaN,10.8044099807739,1,NaN,NaN
87,NaN,11,1,NaN,NaN
88,0.0379833392798901,13.7414560317993,2,0.51806640625,14.570728302002
89,-0.0890005454421043,17.4637584686279,3,-0.173122823238373,15.5426483154297
90,NaN,12.0166549682617,1,NaN,NaN
91,-0.0211800467222929,11,3,-0.0919867604970932,10.6666669845581
92,NaN,13.035454750061,1,NaN,NaN
93,NaN,10,1,NaN,NaN
94,-0.00119007530156523,15.2797441482544,49,0.00802176352590322,18.2389373779297
95,NaN,10.4290313720703,1,NaN,NaN
96,-0.00705528259277344,14.3108339309692,3,0.407145172357559,14.1064376831055
97,-0.162675812840462,18.5777587890625,4,-0.015960693359375,14.2853097915649
98,NaN,9.37042617797852,1,NaN,NaN
99,-0.136010959744453,18.4420680999756,3,-0.430243611335754,16.1473560333252
100,NaN,7,1,NaN,NaN
101,NaN,13.4350271224976,1,NaN,NaN
102,NaN,9.80305862426758,1,NaN,NaN
103,NaN,13.096923828125,1,NaN,NaN
104,-0.113516807556152,14.1421365737915,3,-0.0816785991191864,12.963623046875
105,NaN,9,1,NaN,NaN
