TimeStep,NumberOfCells
1,9
2,9
3,11
4,11
5,11
6,12
7,12
8,13
9,15
10,15
11,14
12,13
13,13
14,13
15,12
16,11
17,13
18,15
19,13
20,15
21,15
22,15
23,16
24,15
25,15
26,15
27,15
28,15
29,13
30,13
31,13
32,12
33,12
34,14
35,15
36,12
37,12
38,12
39,16
40,15
41,15
42,19
43,21
44,19
45,21
46,22
47,23
48,25
49,24
50,32
51,27
52,30
53,31
54,28
55,30
56,30
57,28
58,30
59,31
60,28
