TimeStep,CellLifeId,Orientation,label,Center_X,Center_Y,InstantaneousGrowthRate,InstantaneousVelocity,divideFlag,Major_axis,Minor_axis,parent
1,1,-2.2713841732680353,1,76.91954022988506,66.78735632183908,0.007,-3.077,False,32.50252687337296,7.121285845876039,0
1,2,-2.549972235051973,2,98.83941605839416,80.24087591240875,0.004,-3.259,False,23.94167581056283,7.529681319593332,0
2,1,-2.261623605846012,1,74.21111111111111,62.855555555555554,0.011,-3.219,False,33.16171264884306,7.270068817784019,0
2,2,-2.513906488126624,2,96.01418439716312,75.95035460992908,0.019,-3.671,False,24.32081124342104,7.547590673168904,0
3,1,-2.268186116594628,1,70.6,59.64736842105263,0.013,-0.94,False,34.185690444557174,7.416165495535235,0
3,2,-2.4489001557873715,2,92.0,72.14765100671141,0.008,-1.333,False,26.0489740750049,7.542371737227303,0
4,1,-2.2678000581694,1,69.14507772020725,59.18134715025906,0.018,-0.265,False,35.33588662366457,7.335359838901311,0
4,2,-2.449191185673121,2,90.3181818181818,71.05194805194805,0.015,-1.23,False,26.74653237290706,7.6242261824727535,0
5,1,-2.244093523813262,1,66.79187817258884,61.23857868020305,0.016,0.34,False,36.97355535981024,7.122008896624867,0
5,2,-2.401037316453653,2,87.13836477987421,72.05660377358491,0.018,0.076,False,28.11497865765737,7.57572782966801,0
6,1,-2.2428091487257356,1,65.98963730569949,62.84455958549223,0.053,0.396,False,38.44472732983247,6.843787893846931,0
6,2,-2.3795409398477365,2,86.22222222222223,73.32716049382717,0.029,-1.107,False,29.73900156680382,7.363757261238694,0
7,1,-2.2461952383471036,1,65.79425837320574,63.90430622009569,-0.006,0.696,False,43.193954362032,6.555187078112362,0
7,2,-2.352247677444647,2,84.67251461988305,72.58479532163743,0.005,0.59,False,32.38005981061691,7.377389926492345,0
8,1,-2.2473915404707374,1,65.66666666666667,65.52112676056338,0.039,-0.02,False,42.6642233763418,6.716790506661865,0
8,2,-2.333007717355623,2,84.57142857142857,74.05357142857143,0.034,-1.361,False,32.808905286677465,7.388574964922297,0
9,1,-2.250817560005444,1,66.05454545454545,65.08636363636364,0.019,-1.179,False,46.16889614395024,6.548608135975001,0
9,2,-2.3373188540215604,2,83.74117647058823,71.89411764705882,0.009,-1.401,False,35.83277624864361,6.957585361711866,0
10,1,-2.2486272438214012,1,66.28828828828829,62.2927927927928,0.054,2.052,False,47.88036574048074,6.524643611170717,0
10,2,-2.341371207631856,2,83.69832402234637,68.67597765363128,0.027,-0.226,False,36.67175175929692,7.048256933290066,0
11,1,-2.2680829993704443,1,67.63673469387756,65.33877551020409,0.021,-0.872,False,52.7547577133873,6.653531602970298,0
11,2,-2.3622407648716877,2,82.94886363636364,69.05113636363636,0.01,-1.682,False,39.11358586160843,6.427787382401685,0
12,1,-2.2737640515272597,1,67.60483870967742,63.4758064516129,0.066,0.53,False,54.61485377165387,6.545148996660183,0
12,2,-2.3716821039586486,2,82.04371584699453,66.17486338797814,0.038,-1.542,False,40.02940229468968,6.363431438519116,0
13,1,-2.288197844138726,1,68.34848484848484,63.84469696969697,0.03,0.395,False,60.595699911803,7.174158090087247,0
13,2,-2.374475153145233,2,80.67027027027027,64.1891891891892,0.01,-0.249,False,43.4584124567245,6.097859343028715,0
14,1,-2.2941319523482497,1,68.49462365591398,64.55555555555556,0.075,1.037,False,63.25290845637718,7.528798645812128,0
14,2,-2.372587154768927,2,80.12244897959184,64.27551020408163,0.042,-0.828,False,44.3923508888356,6.18981164106268,0
15,1,-2.3200423208175,1,70.25951557093425,64.9446366782007,0.03,0.162,False,69.9758462882674,8.833621459528766,0
15,2,-2.3857116863687033,2,79.69047619047619,62.82380952380952,0.014,-0.041,False,48.12780341379544,6.355291598882353,0
16,1,-2.3218714884728193,1,70.45392491467577,65.09215017064847,0.064,0.917,False,72.63354506324414,9.806681126273231,0
16,2,-2.380898196437196,2,79.64678899082568,62.77981651376147,0.056,-0.992,False,49.4138912844856,6.528000737305294,0
17,1,-2.3470404389182016,1,70.84756097560975,66.6859756097561,,,True,78.38214899427726,12.372130910340225,0
17,2,-2.362438376002988,2,77.94871794871794,62.52564102564103,,,True,54.45351642036606,6.818243777377472,0
18,3,-2.0821490501063105,1,56.92258064516129,53.74193548387097,0.025,0.446,False,35.66395856551917,6.716706857397599,1
18,4,-2.3048414277890426,2,67.5625,53.77678571428572,0.045,-0.043,False,26.77470520061182,5.616153650719843,2
18,5,-2.566505507907047,2,85.425,72.15833333333333,0.033,0.885,False,26.72865852209678,5.786856011517143,2
18,6,-2.6669003748479563,1,82.16666666666667,80.08045977011494,0.073,-1.112,False,42.288923772653725,7.469173748477193,1
19,3,-2.156620836029944,1,56.19496855345912,55.459119496855344,0.008,1.005,False,37.87599571048217,7.848833950388845,1
19,4,-2.3333519609829496,2,66.54887218045113,54.92481203007519,0.009,1.665,False,30.864355860833125,5.923041333178519,2
