CellId,label,birth_length,AverageLength,AverageVelocity,LifeHistory,GrowthRate,AverageOrientation
1.0,1.0,32.50252687337296,49.57184112364091,-0.179,17.0,0.03,-2.2742387826267625
2.0,2.0,23.94167581056283,36.211437026593956,-1.074,17.0,0.02,-2.3950898360557384
3.0,1.0,35.66395856551917,46.50899363094119,-0.545,9.0,0.03,-2.0270933213941045
4.0,2.0,26.77470520061182,32.46967332386549,0.317,5.0,0.024,-2.3145326752997564
5.0,2.0,26.72865852209678,39.244546019817285,0.841,9.0,0.032,-2.7246422255862757
6.0,1.0,42.288923772653725,55.540140852120054,-0.12,7.0,0.04,-2.7086024759110185
7.0,2.0,19.457693988371197,31.82429181223779,-0.4,13.0,0.025,-1.7616197139650134
8.0,2.0,18.07859947431812,27.26160847005665,0.167,10.0,0.025,-2.718744953365403
9.0,1.0,39.956193777926565,52.43692173442197,-0.076,7.0,0.04,-2.2891803360965466
10.0,1.0,31.259608544443243,47.575884474016696,0.27,11.0,0.04,-2.7894108362573307
11.0,1.0,28.28982912731719,35.432049902110144,0.339,6.0,0.027,-1.1887110112971493
12.0,1.0,40.30465761404671,44.91535581329974,-0.224,4.0,0.025,-2.212454294813902
13.0,2.0,30.00561081921659,40.66014549698166,0.019,8.0,0.031,-0.49865930753854115
14.0,2.0,30.067005904928607,42.2151104368825,-0.253,9.0,0.036,-2.821495290412267
15.0,1.0,29.365289772034973,41.299950059609465,0.122,8.0,0.037,-1.5172539316740665
16.0,1.0,26.422840029213585,31.65705534242218,0.099,6.0,0.022,-0.6892989512922929
17.0,1.0,26.24436604303403,32.45812639335471,-0.158,5.0,0.026,-1.591822398386301
18.0,1.0,38.77677067109594,43.66280097711765,0.637,3.0,0.033,-2.6064071787853367
19.0,1.0,20.45372945697433,29.22170527655255,-0.127,8.0,0.025,-1.198784804983873
20.0,1.0,21.766006362397324,28.013361428249777,0.409,8.0,0.02,-1.0377909152586375
21.0,2.0,18.87786254692185,28.658525529362123,0.064,8.0,0.025,-0.4281903228970776
22.0,2.0,22.15838882562047,29.670142844686637,0.772,8.0,0.023,-2.6062465351655977
23.0,2.0,27.57594511897678,34.027545921715266,0.474,6.0,0.027,-2.907147108394824
24.0,2.0,26.195341659035844,32.68601066529395,0.02,6.0,0.025,-0.32860026604472886
25.0,1.0,24.93778884997332,39.52223580259311,1.059,6.0,0.054,-0.8915914426000441
26.0,1.0,24.456525130706265,29.53424122835248,0.348,6.0,0.02,-0.08562163980200149
27.0,2.0,26.27443577200924,33.86816550844112,0.783,5.0,0.032,-1.8863505539433074
28.0,2.0,22.09514319027105,25.947740720973844,0.103,5.0,0.02,-1.4448300778205176
29.0,2.0,26.15771662685877,31.561190906416662,-0.326,5.0,0.022,-0.17777566826200325
30.0,2.0,32.21285820458415,37.284284405741744,0.721,5.0,0.02,-2.633513938855634
31,1,38.18801603936841,,,1,NaN,-3.0943012982965925
32.0,1.0,29.614668308759114,35.68956779471377,0.986,5.0,0.023,-2.541669168187234
33.0,1.0,17.73992531018238,19.116023153399812,-0.003,4.0,0.01,-1.020459046972894
34.0,1.0,24.73015037584486,27.61144020956577,0.263,4.0,0.016,-0.1257789906530292
35.0,1.0,21.207692366493347,22.20080223053716,-0.12,4.0,0.008,-1.4674972517444171
36.0,1.0,21.77786705639871,21.651607083863432,0.053,4.0,0.006,-0.36527720615518416
37.0,3.0,30.17400268388935,34.601736774223546,0.295,4.0,0.028,-2.636464743287991
38.0,1.0,26.435315678958265,27.711618766896578,-0.024,2.0,0.014,-1.5747139246467419
39.0,1.0,26.55261006510521,28.840217454864124,0.534,2.0,0.025,-0.9491429114311918
