TimeStep,CellId,Center_X,Center_Y,Orientation,MajorAxisLength,lable,parent
6,5,150.456100463867,296.339874267578,88.3185272216797,44.2422561645508,5,0
6,6,201.247909545898,45.2099533081055,85.4267425537109,40.5498428344727,6,0
6,7,300.950439453125,46.8064804077148,58.8858947753906,30.5881690979004,7,0
6,8,258.474578857422,62.70263671875,78.3422088623047,56.0243148803711,8,0
6,9,370.705963134766,82.2228317260742,59.2188262939453,54.6226463317871,9,0
6,10,319.278503417969,169.503814697266,79.3843536376953,31.828311920166,10,0
6,11,239.188812255859,242.992889404297,-59.1335754394531,35.5525665283203,11,0
7,1,27.0968399047852,158.539764404297,-82.8529968261719,69.8425140380859,1,0
7,2,193.546325683594,81.3310165405273,56.7505340576172,32.2609367370605,2,0
7,3,69.0598602294922,310.389495849609,-77.3491058349609,63.6976051330566,3,0
7,4,143.339828491211,-7.93849325180054,64.1436309814453,50.0653457641602,4,0
7,5,146.83512878418,298.289031982422,89.0363616943359,44.4513320922852,5,0
7,6,201.405120849609,44.9676246643066,85.3224487304688,41.8307762145996,6,0
7,7,300.649505615234,48.4499893188477,59.1941986083984,31.1989307403564,7,0
7,8,258.768798828125,62.0743446350098,78.1060791015625,56.17919921875,8,0
7,9,370.166656494141,83.282356262207,59.3618316650391,55.5631446838379,9,0
7,10,318.325469970703,171.474090576172,79.7125701904297,32.0576210021973,10,0
7,11,241.881973266602,240.304290771484,-59.7534942626953,35.567268371582,11,0
8,13,3.26616764068604,146.100479125977,-73.2325134277344,34.4529151916504,1,1
8,12,-8.93731498718262,175.044036865234,-71.1827087402344,35.0564117431641,1,1
8,2,192.887268066406,83.1882553100586,57.2851867675781,33.291015625,2,0
8,3,68.1081466674805,310.710632324219,-77.1822052001953,66.8203811645508,3,0
8,4,143.927230834961,-7.1663703918457,64.4195556640625,50.8014297485352,4,0
8,5,144.769561767578,299.254699707031,89.3692932128906,45.1928100585938,5,0
8,6,201.511947631836,45.0523834228516,85.3332366943359,41.6224327087402,6,0
8,7,300.765350341797,49.6304244995117,59.404052734375,31.6274166107178,7,0
8,8,259.072631835938,60.2211418151855,77.7887878417969,57.858154296875,8,0
8,9,369.920684814453,85.3107986450195,59.6736907958984,56.3080101013184,9,0
8,10,316.889862060547,174.131805419922,80.1773529052734,32.4216499328613,10,0
8,11,239.699676513672,242.373947143555,-59.2948455810547,36.0602912902832,11,0
9,13,0.00211027264595032,145.872741699219,-71.9230346679688,34.9429626464844,1,1
9,12,-13.2436838150024,174.944412231445,-69.7825927734375,35.3560256958008,1,1
9,2,192.093994140625,85.5647888183594,57.8907470703125,33.6338691711426,2,0
9,3,69.4145660400391,310.585815429688,-77.4054718017578,67.3698806762695,3,0
9,4,144.261245727539,-5.81072998046875,64.9111480712891,52.4612083435059,4,0
9,5,141.703948974609,300.843566894531,89.9480743408203,45.7261352539063,5,0
9,6,201.7080078125,44.5843696594238,85.1774597167969,43.3475379943848,6,0
9,7,300.777191162109,49.4942665100098,59.3645782470703,32.050537109375,7,0
9,8,259.493530273438,59.7253761291504,77.4726409912109,58.0048904418945,8,0
9,9,369.439758300781,88.089469909668,60.1001281738281,56.9297065734863,9,0
9,10,315.785766601563,176.3515625,80.5796203613281,33.1876106262207,10,0
9,11,238.682540893555,243.465408325195,-59.0582580566406,36.733268737793,11,0
10,13,-7.37131071090698,145.531356811523,-69.1408386230469,36.5713844299316,1,1
10,12,-15.0420923233032,174.989364624023,-69.1526489257813,35.2281646728516,1,1
10,2,192.12109375,85.7486267089844,57.9507141113281,33.4086952209473,2,0
10,3,67.3870849609375,310.924560546875,-77.1720581054688,70.4773254394531,3,0
10,4,144.458541870117,-5.3507251739502,65.0599822998047,53.5999526977539,4,0
10,5,140.811737060547,301.369476318359,-89.8825378417969,46.4896469116211,5,0
10,6,202.119552612305,44.0563697814941,84.9643859863281,42.8887176513672,6,0
10,7,300.765716552734,51.107250213623,59.6451263427734,32.6152458190918,7,0
10,8,259.653411865234,58.6534271240234,77.208740234375,58.9877815246582,8,0
10,9,369.007904052734,90.0384902954102,60.3804779052734,57.3382110595703,9,0
10,10,316.341033935547,176.255554199219,80.5234680175781,33.7970161437988,10,0
10,11,240.207992553711,241.966720581055,-59.4274291992188,36.7092971801758,11,0
11,13,-7.87799263000488,145.26676940918,-68.9184265136719,37.1492958068848,1,1
11,12,-16.5876159667969,174.847625732422,-68.7060852050781,35.8348274230957,1,1
11,2,191.746017456055,87.2593841552734,58.3210601806641,34.5053100585938,2,0
11,3,70.054573059082,310.351684570313,-77.695556640625,71.4387893676758,3,0
11,4,144.954406738281,-6.14613771438599,64.7360992431641,53.7253723144531,4,0
11,5,139.096817016602,302.005004882813,-89.6599273681641,47.1224517822266,5,0
11,6,201.986022949219,45.4522323608398,85.3253784179688,43.6566848754883,6,0
11,7,300.291168212891,54.2631912231445,60.2383575439453,32.5034065246582,7,0
11,8,259.834869384766,58.4532127380371,77.0945739746094,58.4342575073242,8,0
11,9,368.403137207031,91.8949966430664,60.6516876220703,59.3354835510254,9,0
11,10,316.763519287109,175.428359985352,80.3738708496094,34.4273872375488,10,0
11,11,239.566497802734,242.609649658203,-59.3047485351563,37.2445068359375,11,0
12,13,-13.138409614563,144.433074951172,-66.8829040527344,38.4528198242188,1,1
12,12,-19.1795635223389,174.775695800781,-67.8042907714844,36.8743476867676,1,1
12,2,190.207214355469,90.2294464111328,59.2875823974609,34.6286315917969,2,0
12,3,69.0700378417969,310.773315429688,-77.4864501953125,72.539176940918,3,0
12,4,145.141616821289,-5.78626775741577,64.8314056396484,56.5972366333008,4,0
12,5,138.374206542969,302.156219482422,-89.5862579345703,47.2784805297852,5,0
12,6,201.878570556641,45.2067794799805,85.2457275390625,44.9603843688965,6,0
12,7,300.334197998047,53.5702972412109,60.1138458251953,33.5304756164551,7,0
12,8,260.577026367188,54.5869750976563,76.1680145263672,61.2652626037598,8,0
12,9,367.499450683594,95.5843658447266,61.2222137451172,59.3436317443848,9,0
12,10,315.83447265625,177.312957763672,80.7086944580078,34.7919807434082,10,0
12,11,237.760848999023,244.428680419922,-58.8656768798828,37.5633125305176,11,0
13,13,-16.273344039917,143.936752319336,-65.6664733886719,39.2298164367676,1,1
13,12,-21.6088848114014,174.627777099609,-66.9759216308594,37.0563468933105,1,1
13,2,190.426177978516,89.9878005981445,59.1929168701172,35.1055183410645,2,0
13,3,70.2067565917969,310.549072265625,-77.8001251220703,75.9892349243164,3,0
13,4,145.54719543457,-5.7979941368103,64.8426666259766,57.2091369628906,4,0
13,5,133.372604370117,304.246063232422,-88.6918640136719,48.3015785217285,5,0
13,6,202.202087402344,44.4530792236328,85.0220947265625,45.0558013916016,6,0
13,7,300.002685546875,54.9752616882324,60.3718109130859,33.2871894836426,7,0
13,8,260.632537841797,54.5958404541016,76.1049194335938,61.4289398193359,8,0
13,9,366.888214111328,98.0528411865234,61.6077880859375,59.8030052185059,9,0
13,10,315.677307128906,177.871292114258,80.7872772216797,35.480827331543,10,0
13,11,236.6279296875,245.623641967773,-58.6004791259766,37.5104484558105,11,0
14,13,-16.8031635284424,143.971786499023,-65.4618072509766,40.2449798583984,1,1
14,12,-25.6492481231689,174.323104858398,-65.6078948974609,38.3913993835449,1,1
14,2,191.106216430664,88.6176986694336,58.7954254150391,35.7560920715332,2,0
14,3,70.9240798950195,310.442413330078,-77.9449157714844,76.6573104858398,3,0
14,4,145.964584350586,-3.17743945121765,65.8132934570313,59.9031715393066,4,0
14,5,132.390319824219,304.626495361328,-88.5351257324219,48.9370536804199,5,0
14,6,202.170852661133,44.5496292114258,85.0326385498047,46.7165451049805,6,0
14,7,299.8994140625,55.658275604248,60.4853210449219,34.4657669067383,7,0
14,8,260.449249267578,55.6282348632813,76.3254547119141,62.3296699523926,8,0
14,9,365.922943115234,100.912467956543,62.0450744628906,61.9763488769531,9,0
14,10,316.288421630859,176.651992797852,80.5612335205078,35.8809585571289,10,0
14,11,235.851821899414,246.266418457031,-58.4508514404297,37.8382301330566,11,0
15,13,-17.1779308319092,143.704986572266,-65.2770690917969,40.044075012207,1,1
15,12,-28.869686126709,173.82145690918,-64.550048828125,38.9593696594238,1,1
15,2,190.56640625,89.8972473144531,59.2152862548828,35.871711730957,2,0
15,3,79.6843719482422,308.907653808594,-79.5240173339844,79.1506881713867,3,0
15,4,146.461776733398,-2.61504006385803,66.0660095214844,60.4024658203125,4,0
15,5,127.188613891602,306.576354980469,-87.5901794433594,49.0301628112793,5,0
15,6,202.271438598633,44.6338539123535,85.0401306152344,46.1543807983398,6,0
15,7,299.871917724609,56.7691802978516,60.6890106201172,33.7109184265137,7,0
15,8,261.152801513672,52.3711051940918,75.65234375,66.581672668457,8,0
15,9,365.54541015625,102.419738769531,62.2732696533203,61.2931289672852,9,0
15,10,315.576477050781,178.044967651367,80.8070373535156,36.3819923400879,10,0
15,11,236.246810913086,245.818588256836,-58.5737457275391,38.3691329956055,11,0
16,13,-20.7824440002441,143.369674682617,-63.8735656738281,42.0446434020996,1,1
16,12,-29.7377967834473,173.831436157227,-64.1890563964844,40.0995445251465,1,1
16,2,188.605331420898,93.5853652954102,60.3505096435547,36.4654998779297,2,0
16,15,39.8033828735352,312.820159912109,-75.1419525146484,30.0086650848389,3,3
16,14,107.050086975098,305.114013671875,-81.9358978271484,34.2367515563965,3,3
16,4,147.132034301758,-1.93495917320251,66.3473663330078,60.4250335693359,4,0
16,5,128.605102539063,305.862182617188,-87.9007415771484,49.1022148132324,5,0
16,6,202.430023193359,44.6357841491699,84.9967651367188,47.9127159118652,6,0
16,7,300.193023681641,54.9169502258301,60.3207702636719,34.8067970275879,7,0
16,8,261.249359130859,52.1065559387207,75.4853515625,65.5920944213867,8,0
16,9,363.974914550781,106.214920043945,62.8571624755859,61.4085998535156,9,0
16,10,315.650512695313,177.770111083984,80.758056640625,37.1229858398438,10,0
16,11,236.252166748047,245.762802124023,-58.5945129394531,38.8537673950195,11,0
17,13,-23.2984218597412,142.631774902344,-62.8979034423828,42.0759773254395,1,1
17,12,-32.2409362792969,173.518768310547,-63.4134521484375,40.2707061767578,1,1
17,2,189.170486450195,92.6560897827148,60.0894470214844,36.8772888183594,2,0
17,15,37.0912818908691,313.102355957031,-74.6865997314453,30.1081142425537,3,3
17,14,158.996475219727,281.599426269531,87.8606872558594,35.1324920654297,3,3
17,4,147.466079711914,-0.619108855724335,66.8477630615234,61.9458770751953,4,0
17,17,39.7747497558594,324.479553222656,-74.0189361572266,28.4931812286377,5,5
17,16,261.421081542969,211.529296875,65.6461944580078,22.8015213012695,5,5
17,6,202.732391357422,43.3495788574219,84.6398620605469,47.4304885864258,6,0
17,7,299.675598144531,57.5894508361816,60.8281860351563,35.2249641418457,7,0
17,8,261.401947021484,51.4516830444336,75.3726043701172,66.7073669433594,8,0
17,9,362.31005859375,110.923484802246,63.5742492675781,61.887321472168,9,0
17,10,315.483337402344,178.193420410156,80.8277587890625,37.4661102294922,10,0
17,11,235.377944946289,246.413009643555,-58.4443511962891,39.1587715148926,11,0
18,13,-25.1011028289795,142.637329101563,-62.2073516845703,44.1021614074707,1,1
18,12,-33.0678062438965,173.337539672852,-63.1067047119141,40.7813835144043,1,1
18,2,188.064788818359,94.3819732666016,60.7086029052734,37.3923530578613,2,0
18,15,40.8345565795898,312.689636230469,-75.2775115966797,30.2727470397949,3,3
18,14,179.823883056641,268.540313720703,83.5100402832031,36.6615676879883,3,3
18,4,147.803085327148,-0.229915335774422,67.0117034912109,64.6831893920898,4,0
18,6,202.509094238281,43.1817512512207,84.5855865478516,48.7285003662109,6,0
18,7,299.467468261719,59.4396209716797,61.1694641113281,34.9937858581543,7,0
18,8,261.33447265625,51.4465637207031,75.3525390625,67.2243576049805,8,0
18,9,356.644470214844,127.860977172852,66.1132354736328,51.8687057495117,9,0
18,10,315.946594238281,177.239196777344,80.6548614501953,38.1901397705078,10,0
18,11,235.425323486328,246.496551513672,-58.4466705322266,39.5651702880859,11,0
19,13,-27.2509307861328,142.163177490234,-61.3059692382813,43.6266441345215,1,1
19,12,-34.8729057312012,173.143157958984,-62.4969482421875,41.3784141540527,1,1
19,2,189.026031494141,93.1419677734375,60.2613983154297,37.4942092895508,2,0
19,15,86.4031448364258,304.584228515625,-83.2711944580078,27.265209197998,3,3
19,14,205.935806274414,246.83984375,77.366943359375,35.6971969604492,3,3
19,4,148.020797729492,1.89113211631775,67.7993621826172,66.7167739868164,4,0
19,6,202.438934326172,43.8818588256836,84.7315368652344,48.8738288879395,6,0
19,7,300.057647705078,57.9606552124023,60.8749389648438,35.5707244873047,7,0
19,8,261.943267822266,49.6065216064453,74.9875183105469,70.9846725463867,8,0
19,9,353.165557861328,136.533996582031,67.4572906494141,50.9126777648926,9,0
19,10,316.936218261719,175.609741210938,80.3622436523438,38.7056350708008,10,0
19,11,234.664688110352,247.272155761719,-58.2855834960938,39.36572265625,11,0
20,13,-28.9595565795898,141.909530639648,-60.6019897460938,44.6163902282715,1,1
20,12,-35.5628852844238,173.334884643555,-62.1743011474609,42.3027954101563,1,1
20,2,188.047027587891,94.7126541137695,60.8141784667969,38.211353302002,2,0
20,15,126.268257141113,291.214965820313,89.3838348388672,27.6019439697266,3,3
20,14,211.99658203125,241.232467651367,75.8995513916016,36.1077880859375,3,3
20,4,148.6240234375,3.08226537704468,68.2966003417969,64.8681335449219,4,0
20,6,202.215209960938,43.3504371643066,84.5614318847656,50.3530654907227,6,0
20,7,299.466644287109,60.2967071533203,61.3247833251953,36.0546875,7,0
20,8,261.768249511719,50.3138198852539,75.0495147705078,69.5651473999023,8,0
20,9,351.482727050781,141.138198852539,68.1696319580078,50.028450012207,9,0
20,10,316.795745849609,175.827423095703,80.3916625976563,39.3354873657227,10,0
20,11,232.08984375,249.588195800781,-57.7066650390625,40.3081932067871,11,0
21,13,-29.8598575592041,141.489929199219,-60.2866668701172,45.8558082580566,1,1
21,12,-37.089485168457,173.190322875977,-61.7416839599609,43.4258689880371,1,1
21,2,187.053726196289,96.8502044677734,61.4519195556641,38.9199447631836,2,0
21,15,123.650695800781,292.425506591797,89.9408569335938,28.2593402862549,3,3
21,14,216.595977783203,236.599060058594,74.7333068847656,37.5646018981934,3,3
21,4,149.906036376953,13.2207832336426,72.4165496826172,66.1166000366211,4,0
21,6,202.47135925293,42.1453132629395,84.2097473144531,51.1842803955078,6,0
21,7,298.653533935547,64.3354034423828,62.1005706787109,36.0926475524902,7,0
21,8,261.519866943359,51.8777770996094,75.3847503662109,69.9501876831055,8,0
21,9,348.066802978516,148.951675415039,69.402587890625,49.8221435546875,9,0
21,10,316.643096923828,175.592361450195,80.3346862792969,40.3703079223633,10,0
21,11,230.915618896484,250.606994628906,-57.4800720214844,40.6190719604492,11,0
22,13,-31.8583602905273,141.268371582031,-59.4918975830078,46.5029144287109,1,1
22,12,-36.9718284606934,173.252960205078,-61.7885284423828,43.8991165161133,1,1
22,2,187.124465942383,96.7501373291016,61.4697723388672,39.6096801757813,2,0
22,15,123.358497619629,292.3662109375,89.9192352294922,29.057056427002,3,3
22,14,223.847946166992,230.34944152832,73.1381225585938,37.3341369628906,3,3
22,4,151.025238037109,30.1414222717285,79.2096710205078,63.5244178771973,4,0
22,6,202.494857788086,42.9906425476074,84.4248504638672,52.3378219604492,6,0
22,7,299.009887695313,64.1362838745117,62.0489654541016,36.9767913818359,7,0
22,8,261.654876708984,50.4905014038086,75.150390625,74.177978515625,8,0
22,9,345.582946777344,155.149444580078,70.3727569580078,48.7170677185059,9,0
22,10,317.287689208984,174.326522827148,80.0941314697266,41.4095001220703,10,0
22,11,232.581420898438,248.881896972656,-57.894775390625,41.2724533081055,11,0
23,13,-32.8720970153809,140.958969116211,-59.0905303955078,47.6820487976074,1,1
23,12,-37.7420120239258,172.902709960938,-61.5135345458984,44.906867980957,1,1
23,2,186.109512329102,98.4833908081055,62.0387115478516,39.3164253234863,2,0
23,15,121.306076049805,293.343109130859,-89.6382293701172,30.0656795501709,3,3
23,14,225.661148071289,228.690536499023,72.7272644042969,38.19189453125,3,3
23,4,151.400192260742,35.6723899841309,81.3388214111328,61.816047668457,4,0
23,6,202.043746948242,43.8938102722168,84.6487579345703,51.7648696899414,6,0
23,7,298.181945800781,68.5957717895508,62.9083557128906,37.0280723571777,7,0
23,8,261.720550537109,51.5039672851563,75.2891235351563,72.1170196533203,8,0
23,9,346.275604248047,153.322326660156,70.0781555175781,48.0426330566406,9,0
23,10,316.771728515625,174.884307861328,80.1863250732422,41.164421081543,10,0
23,11,231.10578918457,250.340347290039,-57.5558776855469,41.1344413757324,11,0
24,13,-34.3620452880859,140.324493408203,-58.4914093017578,47.5822334289551,1,1
24,12,-39.1471519470215,172.784805297852,-61.0593414306641,45.5594024658203,1,1
24,2,185.780853271484,99.2003555297852,62.1788482666016,40.4031105041504,2,0
24,15,122.005172729492,293.024627685547,-89.8179626464844,30.3510913848877,3,3
24,14,226.521301269531,227.794326782227,72.5118408203125,38.5247993469238,3,3
24,4,151.309219360352,38.9100875854492,82.5834350585938,60.5590972900391,4,0
24,6,202.269027709961,43.0127754211426,84.4029693603516,54.4677047729492,6,0
24,7,298.199035644531,69.6578521728516,63.1154174804688,38.0683937072754,7,0
24,8,262.277282714844,49.1844902038574,74.7435913085938,73.2157211303711,8,0
24,9,344.839508056641,155.549865722656,70.4199981689453,47.5494613647461,9,0
24,10,316.855621337891,174.392166137695,80.0906066894531,42.4184532165527,10,0
24,11,228.441207885742,252.353851318359,-57.0860137939453,42.1914672851563,11,0
25,13,-36.8974380493164,139.741241455078,-57.4758148193359,48.8215370178223,1,1
25,12,-38.4875183105469,172.890258789063,-61.2509613037109,46.6660537719727,1,1
25,2,186.036834716797,99.2988204956055,62.19287109375,40.1829032897949,2,0
25,15,121.014358520508,293.536834716797,-89.6510620117188,30.4196586608887,3,3
25,14,227.884078979492,226.510925292969,72.1938018798828,39.2197341918945,3,3
25,4,150.940475463867,39.4488525390625,82.7890319824219,61.0946083068848,4,0
25,6,202.420654296875,43.2441139221191,84.4362030029297,54.2016372680664,6,0
25,7,297.477752685547,74.9825668334961,64.1410980224609,38.3955764770508,7,0
25,8,262.389556884766,49.0731658935547,74.6978302001953,73.0355377197266,8,0
25,9,343.682830810547,157.743453979492,70.7681274414063,46.7145652770996,9,0
25,10,316.791870117188,174.81298828125,80.1626586914063,42.2073783874512,10,0
25,11,231.094818115234,249.892379760742,-57.6878509521484,41.9869003295898,11,0
26,13,-37.0649299621582,139.377182006836,-57.3976898193359,51.3351058959961,1,1
26,12,-38.8423919677734,173.434631347656,-61.1676788330078,48.3607139587402,1,1
26,2,185.116012573242,99.8399887084961,62.4937744140625,41.5449981689453,2,0
26,15,119.792465209961,293.751983642578,-89.4637145996094,31.048318862915,3,3
26,14,230.923980712891,223.361236572266,71.3735198974609,40.0781631469727,3,3
26,4,151.078033447266,39.715087890625,83.0051422119141,61.7509727478027,4,0
26,6,202.410232543945,42.8088836669922,84.3408966064453,55.3956260681152,6,0
26,7,297.174133300781,75.8239974975586,64.3070831298828,39.7063102722168,7,0
26,8,262.618041992188,46.8143348693848,74.3411407470703,73.1061706542969,8,0
26,9,343.818145751953,156.944808959961,70.6385040283203,46.2370262145996,9,0
26,10,316.058837890625,175.482330322266,80.2908172607422,43.4323081970215,10,0
26,11,229.859802246094,251.082565307617,-57.3934326171875,42.6548538208008,11,0
27,13,-36.6221084594727,139.696838378906,-57.5489807128906,52.9578399658203,1,1
27,12,-39.9979667663574,173.112777709961,-60.7536010742188,48.9562377929688,1,1
27,2,183.070358276367,103.324920654297,63.6461181640625,41.4880027770996,2,0
27,15,121.118202209473,293.167846679688,-89.7118530273438,31.7238025665283,3,3
27,14,232.727844238281,221.733520507813,70.968017578125,40.9172973632813,3,3
27,4,150.422073364258,40.0789489746094,83.2293090820313,60.976390838623,4,0
27,6,202.233551025391,44.6334381103516,84.8049468994141,56.8411674499512,6,0
27,7,296.953308105469,78.0242538452148,64.7226257324219,39.5464363098145,7,0
27,8,262.928833007813,44.9637832641602,73.99951171875,72.485595703125,8,0
27,9,344.091827392578,155.386001586914,70.3791656494141,45.8321876525879,9,0
27,10,316.761199951172,174.524887084961,80.1161041259766,44.3433952331543,10,0
27,11,228.534637451172,251.940277099609,-57.1712036132813,43.81787109375,11,0
28,13,-36.3184013366699,139.872406005859,-57.63623046875,53.756233215332,1,1
28,12,-39.2743644714355,173.333053588867,-61.0109558105469,50.6976776123047,1,1
28,2,184.132369995117,101.417877197266,63.0438842773438,42.3625144958496,2,0
28,15,118.456924438477,294.079986572266,-89.2343597412109,32.3177299499512,3,3
28,14,233.247131347656,221.048110961914,70.8094482421875,41.5189895629883,3,3
28,4,150.552612304688,42.3664245605469,84.18115234375,60.3256072998047,4,0
28,6,201.67546081543,47.400520324707,85.5463409423828,58.0872459411621,6,0
28,7,297.174072265625,78.5669784545898,64.8390502929688,40.802604675293,7,0
28,8,263.423156738281,42.7741584777832,73.5962829589844,73.4722900390625,8,0
28,9,343.515991210938,156.041809082031,70.4676818847656,45.309886932373,9,0
28,10,316.210113525391,175.12727355957,80.2297515869141,45.4875907897949,10,0
28,11,228.127151489258,252.472274780273,-57.0385437011719,43.5603218078613,11,0
29,13,-37.224910736084,140.307556152344,-57.2285461425781,54.9785346984863,1,1
29,12,-39.3419647216797,173.628524780273,-60.950439453125,51.5947761535645,1,1
29,2,183.3828125,102.613433837891,63.4951324462891,42.2523040771484,2,0
29,15,119.373435974121,294.008392333984,-89.3679962158203,32.8379669189453,3,3
29,14,235.456954956055,219.168395996094,70.3533782958984,42.9276390075684,3,3
29,4,150.341232299805,44.1223907470703,84.8985900878906,60.750846862793,4,0
29,6,200.934799194336,51.6251220703125,86.6771087646484,56.8176689147949,6,0
29,7,297.031799316406,80.556999206543,65.2323303222656,40.6808891296387,7,0
29,8,263.199676513672,43.77880859375,73.8217163085938,73.5992965698242,8,0
29,9,342.437316894531,157.750747680664,70.7481231689453,45.1144599914551,9,0
29,10,315.590179443359,176.047409057617,80.3949432373047,45.4224739074707,10,0
29,11,229.202377319336,251.353363037109,-57.3147125244141,44.2097282409668,11,0
30,13,-37.3325080871582,142.008010864258,-57.2405242919922,56.8297119140625,1,1
30,12,-40.5843086242676,173.608520507813,-60.5085601806641,52.9294090270996,1,1
30,2,182.438400268555,104.214195251465,63.9853210449219,43.0364952087402,2,0
30,15,121.312637329102,293.044860839844,-89.7853851318359,32.8791160583496,3,3
30,14,235.245223999023,219.537445068359,70.4363708496094,42.7764129638672,3,3
30,4,150.616424560547,45.4756317138672,85.4516296386719,62.0695266723633,4,0
30,6,200.115768432617,54.6554527282715,87.4836730957031,56.8371849060059,6,0
30,7,296.672180175781,83.1636123657227,65.74951171875,41.4724617004395,7,0
30,8,263.563629150391,42.6028213500977,73.5195159912109,73.7473297119141,8,0
30,9,341.792388916016,157.835083007813,70.7579040527344,44.953784942627,9,0
30,10,315.015319824219,177.220565795898,80.5999145507813,46.650691986084,10,0
30,11,227.363235473633,252.98291015625,-56.93359375,44.2003555297852,11,0
31,13,-37.4283599853516,143.48811340332,-57.20703125,57.5195007324219,1,1
31,12,-40.39697265625,174.100051879883,-60.6042785644531,53.5914459228516,1,1
