TimeStep,CellId,Orientation,label,Center_X,Center_Y,Major_axis,Minor_axis,parent,daughter1,daughter2,InstantaneousGrowthRate,InstantaneousVelocity
1.0,0.0,3.141592653589793,1.0,105.5,61.0,23.0,6.0,0.0,30.0,6.0,0.0,0.167
1.0,1.0,2.589937609065564,2.0,130.55364990234375,56.274681091308594,23.322336196899414,6.6822428703308105,0.0,32.0,10.0,-0.003,0.36
1.0,2.0,0.4636475906407117,3.0,125.10000610351562,80.80000305175781,22.360679626464844,6.7082037925720215,0.0,34.0,11.0,0.01,-0.296
1.0,3.0,0.6435010789344459,4.0,75.260009765625,89.82000732421875,23.0,7.40000057220459,0.0,37.0,8.0,0.003,0.106
1.0,4.0,0.5880025994509304,5.0,147.6923065185547,93.46154022216797,21.63330841064453,6.656402587890625,0.0,39.0,7.0,0.006,0.185
1.0,5.0,1.1071487694436986,6.0,90.0,109.50000762939453,21.466251373291016,6.7082037925720215,0.0,41.0,9.0,0.005,0.436
2.0,0.0,3.141592653589793,1.0,105.5,61.5,23.0,5.0,0.0,30.0,6.0,0.011,0.051
2.0,1.0,2.55359012071789,2.0,130.96153259277344,56.69230651855469,23.02005958557129,6.656403064727783,0.0,32.0,10.0,0.009,-0.155
2.0,2.0,0.4636475906407117,3.0,124.70000457763672,80.5999984741211,23.25510597229004,6.7082037925720215,0.0,34.0,11.0,0.006,-0.628
2.0,3.0,0.5880025994509304,4.0,75.38461303710938,89.9230728149414,23.297405242919922,7.21110200881958,0.0,37.0,8.0,0.012,0.484
2.0,4.0,0.5880025328719031,5.0,147.92308044433594,93.61537170410156,22.188007354736328,6.656403064727783,0.0,39.0,7.0,0.003,-0.317
2.0,5.0,1.1071487694436986,6.0,90.30000305175781,110.10000610351562,21.913463592529297,6.7082037925720215,0.0,41.0,9.0,0.005,0.212
3.0,0.0,3.141592653589793,1.0,105.0,62.5,24.0,7.0,0.0,30.0,6.0,0.002,1.716
3.0,1.0,2.5213431015006114,2.0,130.05406188964844,58.175682067871094,23.830766677856445,6.8586106300354,0.0,32.0,10.0,0.006,1.524
3.0,2.0,0.4266274876702246,3.0,123.03424072265625,81.42465209960938,23.752288818359375,7.034649848937988,0.0,34.0,11.0,0.004,1.49
